date,stock_id,pre_close,ref_price,value,kind,open_base,source
2014-07-10,3093,44.1,41.65,2.45,除息,,exDailyQ
2014-07-10,3438,31.4,30.2,1.20,除息,,exDailyQ
2014-07-10,3444,26,25.3,0.70,除息,,exDailyQ
2014-07-10,3491,78.2,75.65,2.55,除息,,exDailyQ
2014-07-10,3541,172.5,170,2.50,除息,,exDailyQ
2014-07-10,4120,94.5,92.83,1.67,除息,,exDailyQ
2014-07-10,4130,65.2,64.9,0.30,除息,,exDailyQ
2014-07-10,4139,91.9,82.35,9.55,除權,,exDailyQ
2014-07-10,4535,52.1,50.1,2.00,除息,,exDailyQ
2014-07-10,4711,16.6,15.6,1.00,除息,,exDailyQ
2014-07-10,5306,139,137.8,1.20,除息,,exDailyQ
2014-07-10,5520,33.95,30.95,3.00,除息,,exDailyQ
2014-07-10,8299,237.5,227.28,10.22,除息,,exDailyQ
2014-07-10,8908,41.35,36.89,4.46,除權息,,exDailyQ
2014-07-10,8936,51.5,50,1.50,除息,,exDailyQ
