date,stock_id,pre_close,ref_price,value,kind,open_base,source
2026-06-24,00836B,29.2,28.82,0.382000,除息,,exDailyQ
2026-06-24,00856B,37.63,37.3,0.335000,除息,,exDailyQ
2026-06-24,00857B,23.47,23.22,0.250000,除息,,exDailyQ
2026-06-24,00958B,9.35,9.31,0.041000,除息,,exDailyQ
2026-06-24,3169,114.5,111.3,3.200000,除息,,exDailyQ
2026-06-24,3374,303.5,301,2.500000,除息,,exDailyQ
2026-06-24,5230,20.5,20,0.500000,除息,,exDailyQ
2026-06-24,5291,62.7,62.24,0.463111,除權,,exDailyQ
2026-06-24,6538,138,136.47,1.532656,除息,,exDailyQ
2026-06-24,6629,114.5,110.3,4.199087,除息,,exDailyQ
2026-06-24,6982,58.6,57,1.595945,除息,,exDailyQ
