date,stock_id,pre_close,ref_price,value,kind,open_base,source
2021-04-20,00687B,42.14,41.9,0.240000,除息,,exDailyQ
2021-04-20,00694B,37.97,37.86,0.115000,除息,,exDailyQ
2021-04-20,00695B,37.38,37.26,0.123000,除息,,exDailyQ
2021-04-20,00696B,42.1,41.83,0.272000,除息,,exDailyQ
2021-04-20,00719B,30.45,30.43,0.020000,除息,,exDailyQ
2021-04-20,00720B,43.45,43.03,0.420000,除息,,exDailyQ
2021-04-20,00722B,45.82,45.41,0.406000,除息,,exDailyQ
2021-04-20,00723B,41.76,41.42,0.337000,除息,,exDailyQ
2021-04-20,00724B,41.15,40.77,0.384000,除息,,exDailyQ
2021-04-20,00725B,43.5,43.14,0.360000,除息,,exDailyQ
2021-04-20,00726B,42.3,41.91,0.390000,除息,,exDailyQ
2021-04-20,00727B,39.31,38.85,0.460000,除息,,exDailyQ
2021-04-20,00740B,46.83,46.39,0.443000,除息,,exDailyQ
2021-04-20,00741B,38.36,37.91,0.447000,除息,,exDailyQ
2021-04-20,00746B,43.9,43.51,0.388000,除息,,exDailyQ
2021-04-20,00749B,43.04,42.63,0.414000,除息,,exDailyQ
2021-04-20,00750B,42.83,42.49,0.341000,除息,,exDailyQ
2021-04-20,00761B,45.32,44.97,0.350000,除息,,exDailyQ
2021-04-20,00772B,44.1,43.97,0.130000,除息,,exDailyQ
2021-04-20,00773B,44.12,43.98,0.139000,除息,,exDailyQ
2021-04-20,00782B,42.27,41.93,0.340000,除息,,exDailyQ
2021-04-20,00784B,37.65,37.36,0.292000,除息,,exDailyQ
2021-04-20,00785B,42.01,41.63,0.385000,除息,,exDailyQ
2021-04-20,00788B,40.85,40.5,0.350000,除息,,exDailyQ
2021-04-20,00848B,37.92,37.51,0.411000,除息,,exDailyQ
2021-04-20,00849B,37.27,36.99,0.276000,除息,,exDailyQ
2021-04-20,00870B,38.19,37.84,0.350000,除息,,exDailyQ
2021-04-20,8171,67,64,2.997110,除權,,exDailyQ
