date,stock_id,pre_close,ref_price,value,kind,open_base,source
2015-07-02,2926,168.5,161.58,6.92,除息,,exDailyQ
2015-07-02,3211,66,61,5.00,除息,,exDailyQ
2015-07-02,3276,11.6,11.3,0.30,除息,,exDailyQ
2015-07-02,3374,44.8,43.74,1.06,除息,,exDailyQ
2015-07-02,3479,45,42.2,2.80,除息,,exDailyQ
2015-07-02,5347,50,47.4,2.60,除息,,exDailyQ
2015-07-02,5536,69.3,67.3,2.00,除息,,exDailyQ
2015-07-02,6151,23.2,22,1.20,除息,,exDailyQ
2015-07-02,8083,151,143.5,7.50,除息,,exDailyQ
2015-07-02,8255,117,111,6.00,除息,,exDailyQ
2015-07-02,8420,18.1,17.9,0.20,除息,,exDailyQ
2015-07-02,8426,37.1,34.1,3.00,除息,,exDailyQ
