date,stock_id,pre_close,ref_price,value,kind,open_base,source
2019-10-22,00694B,40.89,40.76,0.13,除息,,exDailyQ
2019-10-22,00695B,40.13,39.86,0.27,除息,,exDailyQ
2019-10-22,00696B,46.12,45.8,0.32,除息,,exDailyQ
2019-10-22,00734B,22.62,22.39,0.23,除息,,exDailyQ
2019-10-22,00740B,48.46,47.95,0.51,除息,,exDailyQ
2019-10-22,00741B,41.7,41.34,0.36,除息,,exDailyQ
2019-10-22,00746B,46.57,46.25,0.32,除息,,exDailyQ
2019-10-22,00784B,41.08,40.77,0.31,除息,,exDailyQ
2019-10-22,00785B,44.75,44.29,0.46,除息,,exDailyQ
2019-10-22,00842B,42,41.56,0.44,除息,,exDailyQ
2019-10-22,4503,27.9,27.4,0.50,除息,,exDailyQ
