date,stock_id,pre_close,ref_price,value,kind,open_base,source
2018-07-03,1595,62.1,58.1,4.00,除息,,exDailyQ
2018-07-03,1796,51.5,50.5,1.00,除息,,exDailyQ
2018-07-03,3105,217,210,7.00,除息,,exDailyQ
2018-07-03,3211,40.75,38.25,2.50,除息,,exDailyQ
2018-07-03,3529,385,377.5,7.50,除息,,exDailyQ
2018-07-03,3709,22.3,21.5,0.80,除息,,exDailyQ
2018-07-03,4933,18.95,18.15,0.80,除息,,exDailyQ
2018-07-03,5211,19.85,19.53,0.32,除息,,exDailyQ
2018-07-03,5511,20.45,19.25,1.20,除息,,exDailyQ
2018-07-03,5514,14.2,13.6,0.60,除息,,exDailyQ
2018-07-03,6187,64.3,61.2,3.10,除息,,exDailyQ
2018-07-03,6568,130,125,5.00,除息,,exDailyQ
2018-07-03,6570,28.7,27.7,1.00,除息,,exDailyQ
2018-07-03,6577,64.8,60.8,4.00,除息,,exDailyQ
2018-07-03,8435,51.7,48.4,3.30,除息,,exDailyQ
