date,stock_id,pre_close,ref_price,value,kind,open_base,source
2019-07-17,00687B,43.64,43.36,0.28,除息,,exDailyQ
2019-07-17,00725B,44.33,43.82,0.51,除息,,exDailyQ
2019-07-17,00726B,45.52,45.02,0.50,除息,,exDailyQ
2019-07-17,00727B,43.61,43.17,0.44,除息,,exDailyQ
2019-07-17,00744B,42.8,42.38,0.42,除息,,exDailyQ
2019-07-17,00749B,45.89,45.64,0.25,除息,,exDailyQ
2019-07-17,00750B,44.36,44.04,0.32,除息,,exDailyQ
2019-07-17,00761B,46.6,46.2,0.40,除息,,exDailyQ
2019-07-17,00782B,44.06,43.7,0.36,除息,,exDailyQ
2019-07-17,1256,240,212.54,27.454546,權息,,finmind
2019-07-17,2596,22.65,20.65,2.00,除息,,exDailyQ
2019-07-17,3088,58.9,55.15,3.75,除息,,exDailyQ
2019-07-17,3131,142.5,134.5,8.00,除息,,exDailyQ
2019-07-17,3441,32.8,31.3,1.50,除息,,exDailyQ
2019-07-17,4130,29.5,27.81,1.69,除權息,,exDailyQ
2019-07-17,4205,78,75.2,2.80,除息,,exDailyQ
2019-07-17,4506,60.1,57.5,2.60,除息,,exDailyQ
2019-07-17,4714,17.25,15.67,1.58,除息,,exDailyQ
2019-07-17,5011,18.8,17.8,1.00,除息,,exDailyQ
2019-07-17,5371,47,43.5,3.50,除息,,exDailyQ
2019-07-17,6163,18.2,17.9,0.30,除息,,exDailyQ
2019-07-17,6488,352.5,327.5,25.00,除息,,exDailyQ
2019-07-17,6612,71.6,71.1,0.50,除息,,exDailyQ
2019-07-17,6662,42.35,40.5,1.85,除息,,exDailyQ
