date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-07-15,00734B,14.3,14.14,0.160000,除息,,exDailyQ
2025-07-15,00842B,29.32,28.77,0.550000,除息,,exDailyQ
2025-07-15,00942B,13.22,13.16,0.060000,除息,,exDailyQ
2025-07-15,00980B,8.82,8.77,0.053000,除息,,exDailyQ
2025-07-15,1264,324.5,310,14.500000,除息,,exDailyQ
2025-07-15,1294,73.5,70.37,3.130000,除息,,exDailyQ
2025-07-15,2235,45.3,42.3,3.000000,除息,,exDailyQ
2025-07-15,4711,15.05,14.55,0.500000,除息,,exDailyQ
2025-07-15,4754,41.45,39.45,2.000000,除息,,exDailyQ
2025-07-15,5904,509,481.19,27.811880,除權息,,exDailyQ
2025-07-15,6486,79.2,73.33,5.870000,除息,,exDailyQ
2025-07-15,6556,73.1,68.9,4.200000,除息,,exDailyQ
2025-07-15,8383,42.2,39.7,2.500000,除息,,exDailyQ
