date,stock_id,pre_close,ref_price,value,kind,open_base,source
2026-03-27,1295,69,66,3.000000,除息,,exDailyQ
2026-03-27,2941,41.75,39.47,2.280000,除息,,exDailyQ
2026-03-27,6651,90.9,86.9,4.000000,除息,,exDailyQ
2026-03-27,6697,45.05,42.45,2.600000,除息,,exDailyQ
2026-03-27,6752,118.5,114,4.500000,除息,,exDailyQ
2026-03-27,6967,68.8,65.1,3.700000,除息,,exDailyQ
2026-03-27,7713,73.5,69.4,4.100000,除息,,exDailyQ
2026-03-27,8401,26.6,25.4,1.200000,除息,,exDailyQ
2026-03-27,8930,32.1,29.9,2.200000,除息,,exDailyQ
2026-03-27,8938,65.3,61.3,4.000000,除息,,exDailyQ
