date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2019-01-02,2429,11.70,15.94,彌補虧損,15.95,,17.50,14.35
2019-01-02,3056,16.10,16.77,退還股款,16.75,,18.40,15.10
