date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2022-08-22,2614,24.30,25.88,退還股款,25.90,,28.45,23.30
2022-08-22,2739,22.00,26.80,彌補虧損,26.80,,29.45,24.15
