date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2022-10-11,1717,30.30,31.36,退還股款,31.35,,34.45,28.25
2022-10-11,2409,14.70,15.87,退還股款,15.85,,17.45,14.30
2022-10-11,3481,10.45,10.49,退還股款,10.50,,11.50,9.45
2022-10-11,3686,10.00,14.83,彌補虧損,14.85,,16.30,13.35
2022-10-11,3704,24.20,25.80,退還股款,25.80,,28.35,23.25
2022-10-11,4967,26.05,32.92,退還股款,32.90,,36.20,29.65
2022-10-11,6192,64.40,70.44,退還股款,70.40,,77.40,63.40
