date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2016-09-28,2314,12.50,25.00,彌補虧損,25.00,,27.50,22.50
2016-09-28,3055,18.90,21.11,退還股款,21.10,,23.20,19.00
