date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2023-09-25,8499,102.50,125.62,退還股款,125.50,,138.00,113.50
2023-09-25,9945,34.90,37.66,退還股款,37.65,,41.40,33.90
