date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2018-10-22,1109,14.75,15.00,退還股款,15.00,,16.50,13.50
2018-10-22,2458,43.25,57.50,退還股款,57.50,,63.20,51.80
2018-10-22,8021,18.20,19.11,退還股款,19.10,,21.00,17.20
