date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2025-11-24,1808,34.45,37.16,退還股款,37.15,,40.85,33.45
2025-11-24,9927,52.40,69.11,退還股款,69.10,,76.00,62.20
