date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2017-10-30,1109,12.60,12.73,退還股款,12.75,,14.00,11.50
2017-10-30,1472,21.05,37.67,彌補虧損,37.65,,41.40,33.95
2017-10-30,3026,44.95,59.92,退還股款,59.90,,65.90,54.00
