date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2026-09-21,2321,15.10,27.61,彌補虧損,27.60,,30.35,24.85
2026-09-21,3356,59.40,68.04,退還股款,68.00,,74.80,61.30
2026-09-21,3591,23.65,25.22,退還股款,25.20,,27.70,22.70
