date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2022-12-12,1449,12.20,17.71,彌補虧損,17.70,,19.45,15.95
2022-12-12,6271,194.00,214.44,退還股款,214.50,,235.50,193.00
