date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2023-10-23,1423,23.70,29.02,退還股款,29.00,,31.90,26.15
2023-10-23,3149,13.15,20.43,彌補虧損,20.45,,22.45,18.40
