date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2020-09-21,1432,9.38,21.00,彌補虧損,21.00,,23.10,18.90
2020-09-21,1611,11.70,11.88,退還股款,11.90,,13.05,10.70
