date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2016-10-21,2478,17.65,20.99,退還股款,21.00,,23.05,18.90
2016-10-21,6283,6.40,11.75,彌補虧損,11.75,,12.90,10.60
