date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2020-01-20,3557,38.05,48.57,彌補虧損,48.55,,53.40,43.75
2020-01-20,3682,6.95,10.60,彌補虧損,10.60,,11.65,9.54
2020-01-20,4934,6.55,11.67,彌補虧損,11.65,,12.80,10.55
