date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2020-10-19,2201,23.95,37.67,彌補虧損,37.65,,41.40,33.95
2020-10-19,2321,3.79,12.63,彌補虧損,12.65,,13.85,11.40
