date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price
2019-09-23,2340,22.90,25.17,退還股款,25.15,
2019-09-23,2481,27.95,29.94,退還股款,29.95,
2019-09-23,3311,14.50,23.45,退還股款,23.45,
2019-09-23,5484,5.42,9.19,彌補虧損,9.19,
