date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2015-10-22,1905,10.00,10.00,退還股款,10.00,,11.00,9.00
2015-10-22,2472,23.05,25.35,退還股款,25.35,,27.85,22.85
