date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2017-09-28,2107,15.30,15.88,退還股款,15.90,,17.45,14.30
2017-09-28,8033,10.25,12.05,彌補虧損,12.05,,13.25,10.85
