date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2017-10-06,2340,21.65,24.53,退還股款,24.55,,26.95,22.10
2017-10-06,2342,5.00,24.77,彌補虧損,24.75,,27.20,22.30
2017-10-06,2477,28.80,32.65,退還股款,32.65,,35.90,29.40
