date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2024-10-21,5469,51.90,55.54,退還股款,55.50,,61.00,50.00
2024-10-21,8249,48.95,53.27,退還股款,53.30,,58.50,47.95
