date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2016-10-14,1416,23.75,27.62,退還股款,27.60,,30.35,24.90
2016-10-14,1809,12.60,12.95,退還股款,12.95,,14.20,11.70
