date,stock_id,pre_close,ref_price,reason,open_base,ex_ref_price,limit_up,limit_down
2018-09-25,2436,26.35,30.43,退還股款,30.45,,33.45,27.40
2018-09-25,3054,19.05,22.17,退還股款,22.15,,24.35,20.00
2018-09-25,3532,79.30,148.60,退還股款,148.50,,163.00,134.00
2018-09-25,3679,67.00,81.25,退還股款,81.30,,89.30,73.20
