# commit=ad383d518 run=2026-09-15 18:52 (Asia/Taipei) prereg=backtest/P4_v3_回溯分析.md centers=centers_v3.json(23be85b004977222)
stock_id,measure_date,column,mp_w,mp_half,bars
1506,2017-04-05,fore20,,0.08179574308941916,546
1506,2017-04-05,trust20,,0.0,546
1512,2017-07-03,fore20,,-3.404793775821359,607
1512,2017-07-03,trust20,,0.0,607
1512,2017-12-01,fore20,,-10.285887497230924,714
1512,2017-12-01,trust20,,0.0,714
1471,2021-05-03,fore20,,5.895946120526543,1536
1471,2021-05-03,trust20,,0.0,1536
1473,2016-02-01,fore20,,-1.737524267216022,266
1473,2016-02-01,trust20,,35.539399925290766,266
1473,2016-03-01,fore20,,-0.09167580795486227,279
1473,2016-03-01,trust20,,28.081862508223605,279
1524,2021-02-01,vr_20_120,,4.378312506544447,1482
1525,2017-06-01,fore20,,0.09536767200768773,584
1525,2017-06-01,trust20,,-1.0245212764254454,584
1526,2017-09-01,fore20,,6.1,651
1526,2017-09-01,trust20,,0.0,651
1526,2017-10-02,fore20,,6.54,673
1526,2017-10-02,trust20,,0.0,673
1526,2018-02-01,fore20,,-4.48,757
1526,2018-02-01,trust20,,0.0,757
1527,2016-01-04,vr_20_120,,0.5745970446704236,237
1527,2016-02-01,vr_20_120,,0.5147151926947849,258
1527,2016-03-01,vr_20_120,,0.7605755489043563,271
1527,2016-04-01,vr_20_120,,0.8903115570257315,294
1527,2016-05-03,vr_20_120,,1.1416080263898807,313
1528,2018-04-02,fore20,,0.09445555555555556,793
1528,2018-04-02,trust20,,-0.25,793
1532,2016-07-01,fore20,,1.3147702094881701,363
1532,2016-07-01,trust20,,-0.8358163134482699,363
1568,2022-07-01,fore20,,0.7375161295276138,1830
1568,2022-07-01,trust20,,0.0,1830
1569,2016-10-03,fore20,,3.1241754722476456,425
1569,2016-10-03,trust20,,0.0,425
1569,2016-12-01,fore20,,0.9063307683994876,467
1569,2016-12-01,trust20,,46.55341335096662,467
1580,2016-03-01,fore20,,-133.67229712479906,279
1580,2016-03-01,trust20,,13.393326093244667,279
1582,2019-04-01,vr_20_120,,2.1591498634806032,1029
1584,2017-04-05,vr_20_120,,1.7206040565213652,537
1584,2017-05-02,vr_20_120,,1.4802510269390576,555
1592,2016-05-03,fore20,,-0.8562901230419209,320
1592,2016-05-03,trust20,,0.3385333044584338,320
1599,2015-10-01,fore20,,0.35570953035426156,180
1599,2015-10-01,trust20,,0.0,180
1611,2021-02-01,vr_20_120,,2.111354497677028,1476
1615,2018-05-02,fore20,,-0.13409405306820424,792
1615,2018-05-02,trust20,,0.0,792
1714,2017-10-02,fore20,,6.245015814447458,673
1714,2017-10-02,trust20,,0.0,673
1717,2023-01-03,vr_20_120,,0.9311912347311978,1952
1720,2018-05-02,fore20,,-0.2518242019275531,811
1720,2018-05-02,trust20,,-0.011192186752335694,811
1722,2017-10-02,fore20,,-13.038127551020407,673
1722,2017-10-02,trust20,,-0.003061224489795918,673
1723,2018-04-02,fore20,,20.138496325607687,793
1723,2018-04-02,trust20,,0.180304737166642,793
1723,2018-05-02,fore20,,13.868851277105438,811
1723,2018-05-02,trust20,,-0.4938699344140727,811
1725,2024-04-01,fore20,,-2.149975511738774,2253
1725,2024-04-01,trust20,,0.0,2253
1732,2020-03-02,fore20,,0.5342574444696567,1255
1732,2020-03-02,trust20,,0.0,1255
1734,2020-09-01,fore20,,-24.00996572769675,1383
1734,2020-09-01,trust20,,0.0,1383
1734,2021-11-01,fore20,,9.131597519137946,1667
1734,2021-11-01,trust20,,0.0,1667
1742,2018-05-02,vr_20_120,,5.037381395927242,791
1742,2018-05-02,fore20,,-6.168185745140389,791
1742,2018-05-02,trust20,,0.0,791
1760,2019-01-02,fore20,,1.3813052299747457,233
1760,2019-01-02,trust20,,4.66516294651848,233
1760,2020-10-05,fore20,,3.909367455638242,656
1760,2020-10-05,trust20,,20.13317528595266,656
1760,2022-03-01,fore20,,25.709416552299242,995
1760,2022-03-01,trust20,,0.0,995
1777,2015-12-01,fore20,,12.34216746425013,222
1777,2015-12-01,trust20,,-0.23287108423113453,222
1781,2020-08-03,fore20,,-12.403073304378063,1361
1781,2020-08-03,trust20,,0.0,1361
1783,2018-05-02,fore20,,-0.3682212374773036,811
1783,2018-05-02,trust20,,0.0,811
1784,2018-10-01,fore20,,-3.3810351779805092,917
1784,2018-10-01,trust20,,0.0,917
1785,2017-12-01,vr_20_120,,1.2808342525201049,546
1785,2018-01-02,vr_20_120,,2.1438686073583137,567
1785,2018-02-01,vr_20_120,,2.0094163577629875,589
1785,2018-03-01,vr_20_120,,0.971998940225813,602
1785,2018-04-02,fore20,,-8.94058691806891,625
1785,2018-04-02,trust20,,-3.2220727602598718,625
1785,2018-05-02,fore20,,-2.6080470720137754,643
1785,2018-05-02,trust20,,-1.6311115998200285,643
1799,2015-08-03,fore20,,0.06115142663297203,139
1799,2015-08-03,trust20,,0.0,139
1799,2020-08-03,fore20,,3.656200152794154,1363
1799,2020-08-03,trust20,,1.7936617704052953,1363
1808,2026-01-02,vr_20_120,,1.2439663419564297,2676
1808,2026-02-02,vr_20_120,,0.9749409748760949,2697
1810,2022-12-01,vr_20_120,,5.164684597955445,1931
1810,2023-01-03,vr_20_120,,2.805475435263423,1953
1810,2023-02-01,vr_20_120,,1.1563042799433136,1966
1810,2023-03-01,vr_20_120,,1.1597947311782288,1984
1810,2023-04-06,vr_20_120,,0.3809505138149696,2007
2013,2018-05-02,fore20,,4.18,811
2013,2018-05-02,trust20,,-0.875,811
1906,2016-11-01,fore20,,1.9205298013245033,445
1906,2016-11-01,trust20,,0.0,445
1906,2017-03-01,fore20,,-3.198675496688742,523
1906,2017-03-01,trust20,,-0.8609271523178808,523
1906,2017-10-02,fore20,,-0.08609271523178808,673
1906,2017-10-02,trust20,,0.0,673
1909,2016-07-01,fore20,,3.2018449249144596,363
1909,2016-07-01,trust20,,0.8983252230194801,363
2006,2022-01-03,vr_20_120,,1.0749534127110187,1706
2006,2022-02-07,vr_20_120,,0.960971538654677,1724
2006,2022-03-01,vr_20_120,,1.3638994460505536,1739
2006,2022-04-01,vr_20_120,,2.317504227988477,1762
2006,2022-05-03,vr_20_120,,0.7082935062329656,1781
2006,2022-06-01,vr_20_120,,0.5014548265271268,1802
2028,2020-12-01,fore20,,3.021047861503377,1435
2028,2020-12-01,trust20,,0.0,1435
2033,2018-03-01,fore20,,11.59929837132963,760
2033,2018-03-01,trust20,,0.0,760
2038,2018-02-01,fore20,,0.05930559318165968,757
2038,2018-02-01,trust20,,0.0,757
2038,2018-04-02,fore20,,2.5046269120440456,793
2038,2018-04-02,trust20,,0.0,793
2038,2018-05-02,fore20,,2.1625853513684272,811
2038,2018-05-02,trust20,,0.0,811
2070,2024-08-01,fore20,,-1.0899091183473624,1341
2070,2024-08-01,trust20,,0.0,1341
2101,2025-11-03,vr_20_120,,0.7176222128516903,2634
2101,2026-02-02,vr_20_120,,0.8172185842147842,2697
2102,2017-02-02,fore20,,-2.6215432761156445,504
2102,2017-02-02,trust20,,-0.008450777895901108,504
2059,2017-03-01,fore20,,-1.8140641299031728,523
2059,2017-03-01,trust20,,-4.155426727066704,523
2104,2020-03-02,fore20,,4.380617144052535,1257
2104,2020-03-02,trust20,,-0.07920923792969901,1257
2104,2021-12-01,fore20,,-9.740717445288821,1689
2104,2021-12-01,trust20,,-0.1076433233403602,1689
2109,2021-05-03,vr_20_120,,4.12287193861957,1536
2201,2020-04-01,fore20,,-0.5383446386271152,1279
2201,2020-04-01,trust20,,1.8274248952875325,1279
2201,2020-12-01,vr_20_120,,0.954379691154341,1438
2201,2021-01-04,vr_20_120,,2.003008459856337,1461
2201,2021-02-01,vr_20_120,,2.0875864672979847,1481
2201,2021-03-02,vr_20_120,,1.2277730733337537,1494
2201,2021-04-01,vr_20_120,,1.564565451953253,1516
2206,2017-10-02,fore20,,4.33919994833407,673
2206,2017-10-02,trust20,,0.0,673
2207,2017-03-01,fore20,,0.9346566382507906,523
2207,2017-03-01,trust20,,-0.12083946428833509,523
2207,2017-10-02,fore20,,-0.2464575801189816,673
2207,2017-10-02,trust20,,0.008239054383295575,673
2207,2026-01-02,fore20,,-6.268611826391068,2682
2207,2026-01-02,trust20,,4.0060508189756465,2682
2208,2018-10-01,vr_20_120,,1.5576798267088028,910
2208,2018-11-01,vr_20_120,,0.8133266198515878,932
2208,2018-12-03,vr_20_120,,0.6356222087817025,954
2228,2025-05-02,fore20,,-8.35480513390868,2515
2228,2025-05-02,trust20,,0.0,2515
2231,2019-02-11,fore20,,8.615089974811589,1002
2231,2019-02-11,trust20,,-1.3711183847297084,1002
2233,2025-05-02,fore20,,-17.289899502371025,2515
2233,2025-05-02,trust20,,-2.2392482866723475,2515
2236,2024-11-01,fore20,,-4.284135617605993,2294
2236,2024-11-01,trust20,,0.0,2294
2303,2018-07-02,fore20,,-2.8579665813673176,852
2303,2018-07-02,trust20,,1.3885024923501388,852
2311,2016-06-01,fore20,,-3.3835680176809877,341
2311,2016-06-01,trust20,,1.6682678711468504,341
2314,2016-12-01,vr_20_120,,1.7839639487173502,461
2314,2017-01-03,vr_20_120,,1.1144660604282053,483
2314,2017-03-01,vr_20_120,,1.7745773500774997,517
2314,2019-01-02,fore20,,-0.9560216029307237,976
2314,2019-01-02,trust20,,0.0,976
2316,2019-12-02,vr_20_120,,0.6232406407033755,1189
2316,2020-01-02,vr_20_120,,0.3542636265834078,1211
2316,2020-02-03,vr_20_120,,0.36621392315036433,1226
2316,2020-03-02,vr_20_120,,0.5721702988964227,1245
2316,2020-04-01,vr_20_120,,0.7617635537030978,1267
2317,2016-04-01,fore20,,8.200932552859198,301
2317,2016-04-01,trust20,,-0.11519163566602092,301
2317,2018-12-03,vr_20_120,,0.9058984195183266,954
2317,2019-01-02,vr_20_120,,0.7070080258501499,975
2317,2019-02-11,vr_20_120,,0.6744497693864207,996
2317,2019-03-04,vr_20_120,,0.8802363619020278,1009
2317,2019-04-01,vr_20_120,,0.8586316207976017,1029
2317,2025-08-01,fore20,,11.340492588911362,2571
2317,2025-08-01,trust20,,0.11535641967292255,2571
2323,2017-10-02,fore20,,2.2184409422934257,663
2323,2017-10-02,trust20,,0.0,663
2323,2019-11-01,vr_20_120,,0.7675480009805629,1164
2323,2019-12-02,vr_20_120,,0.5467055241277365,1185
2323,2020-01-02,vr_20_120,,0.5258776028639522,1207
2323,2020-02-03,vr_20_120,,0.4764534139269517,1222
2323,2020-03-02,vr_20_120,,0.5433011531693454,1241
2324,2018-09-03,fore20,,-0.16807314642044613,897
2324,2018-09-03,trust20,,0.2947485324475675,897
2325,2016-06-01,fore20,,-22.156705824587682,341
2325,2016-06-01,trust20,,1.424275237055573,341
2327,2017-02-02,vr_20_120,,3.591594882399448,497
2327,2017-10-02,vr_20_120,,1.7847973577522356,656
2327,2017-11-01,vr_20_120,,1.464397717510926,675
2327,2017-12-01,vr_20_120,,2.2154930017577614,697
2327,2018-01-02,vr_20_120,,1.670480667457732,718
2327,2018-02-01,vr_20_120,,2.004929259935518,740
2327,2018-05-02,fore20,,-26.32749633812439,793
2327,2018-05-02,trust20,,0.29913945694105243,793
2327,2018-06-01,fore20,,-22.692629669344893,814
2327,2018-06-01,trust20,,-7.249010916364439,814
2327,2019-12-02,fore20,,18.288413095007968,1182
2327,2019-12-02,trust20,,5.717225391700134,1182
2327,2021-07-01,fore20,,12.29718282906877,1564
2327,2021-07-01,trust20,,8.549134112391213,1564
2327,2022-12-01,vr_20_120,,1.6072629763424158,1909
2327,2023-01-03,vr_20_120,,0.9911476326465095,1931
2327,2023-02-01,vr_20_120,,1.2121073134020293,1944
2327,2023-03-01,vr_20_120,,1.2549229374492286,1962
2327,2023-04-06,vr_20_120,,0.950681044056051,1985
2327,2023-05-02,vr_20_120,,0.8452300157408345,2002
2327,2025-10-01,vr_20_120,,3.0185906939039002,2586
2327,2025-11-03,vr_20_120,,3.0716532163826136,2606
2327,2025-12-01,vr_20_120,,1.5833473595625152,2626
2327,2026-01-02,vr_20_120,,0.7506624575933168,2648
2327,2026-02-02,vr_20_120,,1.6341914815440026,2669
2348,2018-11-01,fore20,,-0.572429906542056,553
2348,2018-11-01,trust20,,0.0,553
2349,2017-03-01,vr_20_120,,1.878259000279171,516
2349,2018-11-01,vr_20_120,,0.3977962193314621,925
2349,2018-12-03,vr_20_120,,0.5529037544808274,947
2349,2019-01-02,vr_20_120,,0.7849929908560987,968
2349,2019-02-11,vr_20_120,,0.4174181864362234,989
2349,2019-03-04,vr_20_120,,0.43617601513950505,1002
2349,2020-12-01,vr_20_120,,0.9776819449136273,1426
2349,2021-01-04,vr_20_120,,1.3959233934138766,1449
2352,2025-12-01,vr_20_120,,0.6150848488054089,2655
2352,2026-01-02,vr_20_120,,0.7669279055368167,2677
2352,2026-02-02,vr_20_120,,0.8968744734516335,2698
2352,2026-03-02,vr_20_120,,0.9478430110743025,2710
2329,2019-03-04,vr_20_120,,1.0850370919178465,1009
2329,2019-04-01,vr_20_120,,2.1281513178493277,1029
2329,2019-05-02,vr_20_120,,2.0137844469675747,1049
2329,2019-06-03,vr_20_120,,0.79539957531019,1071
2332,2022-01-03,vr_20_120,,0.6355148632098012,1706
2337,2017-10-02,vr_20_120,,1.8738165890095317,664
2337,2017-11-01,vr_20_120,,1.6640228437453397,683
2337,2017-12-01,vr_20_120,,1.5459505311258013,705
2337,2018-01-02,vr_20_120,,0.8790168701051605,726
2337,2018-02-01,vr_20_120,,0.6514275460394685,748
2340,2017-12-01,vr_20_120,,2.2578866567424023,704
2340,2018-01-02,vr_20_120,,0.6919418847171667,725
2340,2018-02-01,vr_20_120,,0.791132587851069,747
2340,2018-03-01,vr_20_120,,0.5416120515535584,760
2340,2018-04-02,vr_20_120,,0.7416219448577537,783
2340,2019-11-01,vr_20_120,,0.8258242973568851,1164
2340,2019-12-02,vr_20_120,,0.6184791635106026,1185
2340,2020-01-02,vr_20_120,,1.0136936218133656,1207
2340,2020-02-03,vr_20_120,,0.6354597443232286,1222
2340,2020-03-02,vr_20_120,,0.6140768513667272,1241
2342,2018-05-02,fore20,,-0.7328391049557557,803
2342,2018-05-02,trust20,,0.0,803
2354,2016-04-01,fore20,,11.542519378907409,301
2354,2016-04-01,trust20,,0.02172005717648065,301
2359,2017-10-02,fore20,,12.62935623676001,673
2359,2017-10-02,trust20,,0.0,673
2363,2018-04-02,fore20,,-0.14462493619260983,783
2363,2018-04-02,trust20,,0.0,783
2363,2024-09-02,vr_20_120,,0.33811916047572255,2343
2363,2024-09-02,fore20,,-25.10786208295245,2343
2363,2024-09-02,trust20,,-0.3940619130497833,2343
2363,2024-10-01,vr_20_120,,0.3629646527275332,2363
2363,2024-11-01,vr_20_120,,1.4371715473737334,2382
2363,2024-12-02,vr_20_120,,0.37348372761916826,2403
2363,2025-01-02,vr_20_120,,0.5818277919077778,2425
2364,2022-09-01,fore20,,57.676931985341554,1848
2364,2022-09-01,trust20,,0.0,1848
2368,2022-11-01,vr_20_120,,1.0562201305580974,1908
2368,2022-12-01,vr_20_120,,0.8947906003306174,1930
2368,2023-01-03,vr_20_120,,0.3561331220769737,1952
2368,2023-02-01,vr_20_120,,0.5286837650259381,1965
2368,2023-03-01,vr_20_120,,1.0029134517543754,1983
2369,2017-03-01,fore20,,5.424857364205047,523
2369,2017-03-01,trust20,,8.38721478655233,523
2371,2019-04-01,fore20,,-8.593468154999245,1035
2371,2019-04-01,trust20,,-0.011183838307711767,1035
2371,2025-08-01,vr_20_120,,0.6190084767814832,2571
2371,2025-09-01,vr_20_120,,1.0234032246449687,2592
2371,2025-10-01,vr_20_120,,0.6227827481304412,2613
2371,2025-11-03,vr_20_120,,1.0649893728348097,2633
2371,2025-12-01,vr_20_120,,1.0066057335951677,2653
2374,2017-10-02,fore20,,10.35421780755774,665
2374,2017-10-02,trust20,,0.0,665
2375,2017-05-02,fore20,,-0.08741422738448885,554
2375,2017-05-02,trust20,,0.0,554
2375,2018-04-02,fore20,,-0.8304351601526441,783
2375,2018-04-02,trust20,,0.0,783
2375,2018-05-02,fore20,,-13.72200131857806,801
2375,2018-05-02,trust20,,0.0,801
2375,2019-04-01,fore20,,12.785598261278569,1025
2375,2019-04-01,trust20,,0.0,1025
2375,2020-10-05,vr_20_120,,0.5615134450224887,1388
2375,2020-11-02,vr_20_120,,2.3702559842549635,1407
2375,2020-12-01,vr_20_120,,3.7465669742768957,1428
2375,2021-01-04,vr_20_120,,2.328089503811491,1451
2375,2021-02-01,vr_20_120,,2.0854368713472815,1471
2375,2023-03-01,vr_20_120,,2.957092223906392,1966
2388,2016-05-03,fore20,,1.469683646500248,321
2388,2016-05-03,trust20,,0.0,321
2392,2025-12-01,fore20,,-6.267585694400532,2660
2392,2025-12-01,trust20,,-0.306444943145094,2660
2395,2018-04-02,fore20,,-4.697057044033051,793
2395,2018-04-02,trust20,,-0.04362689901577997,793
2395,2018-05-02,fore20,,-6.567567337496333,811
2395,2018-05-02,trust20,,0.060210030121379994,811
2401,2017-03-01,fore20,,16.26867848168136,523
2401,2017-03-01,trust20,,0.011824425810654635,523
2402,2018-07-02,fore20,,10.618186624479454,852
2402,2018-07-02,trust20,,0.0,852
2404,2016-07-01,fore20,,-16.952939670631284,363
2404,2016-07-01,trust20,,-0.05876590598412927,363
2404,2019-02-11,vr_20_120,,1.7747821243950415,996
2404,2019-03-04,vr_20_120,,1.6414053073757615,1009
2404,2019-04-01,vr_20_120,,1.702787919932473,1029
2404,2019-05-02,vr_20_120,,2.379124544123727,1049
2404,2019-06-03,vr_20_120,,2.417155672104873,1071
2405,2017-03-01,fore20,,5.205153108583313,523
2405,2017-03-01,trust20,,0.0,523
2405,2017-10-02,fore20,,-14.286652957482055,673
2405,2017-10-02,trust20,,0.0,673
2409,2022-12-01,vr_20_120,,0.7273557866641707,1930
2409,2023-01-03,vr_20_120,,0.7394340758174313,1952
2409,2023-02-01,vr_20_120,,0.5788614642157619,1965
2409,2023-03-01,vr_20_120,,1.1849390970610263,1983
2409,2023-04-06,vr_20_120,,0.7624512757825918,2006
2413,2017-10-02,fore20,,11.408677190183356,673
2413,2017-10-02,trust20,,0.0,673
2417,2022-01-03,vr_20_120,,2.098861354187539,1706
2417,2022-02-07,vr_20_120,,1.7576683701059086,1724
2436,2017-03-01,fore20,,2.2925862534906765,523
2436,2017-03-01,trust20,,0.0,523
2436,2017-10-02,fore20,,8.980233602875112,673
2436,2017-10-02,trust20,,0.0,673
2425,2018-03-01,fore20,,-40.54963297502012,770
2425,2018-03-01,trust20,,0.0,770
2426,2018-04-02,fore20,,0.8613959123663796,793
2426,2018-04-02,trust20,,0.04766598856577371,793
2426,2018-05-02,fore20,,-6.2442513115432945,811
2426,2018-05-02,trust20,,0.05447541550374138,811
2429,2024-09-02,fore20,,10.741918128654971,1979
2429,2024-09-02,trust20,,0.0,1979
2429,2025-05-02,fore20,,-40.1326081871345,2136
2429,2025-05-02,trust20,,0.0,2136
2442,2021-01-04,vr_20_120,,2.268830983746672,1462
2442,2021-05-03,vr_20_120,,1.6929448107564005,1536
2444,2018-06-01,fore20,,28.164724855885044,833
2444,2018-06-01,trust20,,0.0,833
2448,2020-07-01,fore20,,0.40469957690235747,1339
2448,2020-07-01,trust20,,4.996778685167681,1339
2449,2024-05-02,fore20,,-38.6185889043028,2273
2449,2024-05-02,trust20,,12.806663014419936,2273
2468,2022-09-01,fore20,,1.043434773441509,1874
2468,2022-09-01,trust20,,0.0,1874
2472,2016-04-01,vr_20_120,,1.4775716251990054,292
2474,2020-09-01,fore20,,-48.62997545295895,1383
2474,2020-09-01,trust20,,5.523643898737387,1383
2477,2018-02-01,vr_20_120,,1.3787306868261664,747
2477,2018-03-01,vr_20_120,,1.828633505654739,760
2478,2017-03-01,vr_20_120,,4.553730478625751,515
2478,2019-12-02,vr_20_120,,0.5056126089863979,1188
2478,2020-01-02,vr_20_120,,2.33186192794477,1210
2478,2020-02-03,vr_20_120,,3.175898258581779,1225
2478,2020-03-02,vr_20_120,,2.6146059360525205,1244
2478,2020-04-01,vr_20_120,,0.8688943181251345,1266
2454,2016-06-01,fore20,,-10.292582026713657,341
2454,2016-06-01,trust20,,1.164366884373474,341
2455,2017-01-03,vr_20_120,,0.8609426014631302,483
2455,2017-02-02,vr_20_120,,0.6698291669775007,499
2455,2017-03-01,vr_20_120,,1.6549166012320642,517
2455,2017-04-05,vr_20_120,,1.1334437374487054,540
2456,2017-02-02,fore20,,-2.1001941576311114,504
2456,2017-02-02,trust20,,-6.2448591146396275,504
2456,2018-07-02,fore20,,41.90777311247715,850
2456,2018-07-02,trust20,,33.50804957197761,850
2456,2018-12-03,vr_20_120,,0.2555225019730993,953
2456,2019-01-02,vr_20_120,,0.3813470733816507,974
2456,2019-02-11,vr_20_120,,0.2941892278492769,995
2456,2019-03-04,vr_20_120,,0.6768093460357507,1008
2456,2019-04-01,vr_20_120,,0.4321956295856029,1028
2456,2021-07-01,fore20,,34.98594909798645,1576
2456,2021-07-01,trust20,,-4.543501585118385,1576
2457,2017-10-02,fore20,,0.601145879993704,673
2457,2017-10-02,trust20,,-0.023690478029308532,673
2458,2018-12-03,vr_20_120,,0.7796118876451575,954
2458,2019-01-02,vr_20_120,,1.202907063184415,975
2458,2019-02-11,vr_20_120,,1.3379213806678814,996
2458,2019-03-04,vr_20_120,,1.4646942000775431,1009
2458,2019-04-01,vr_20_120,,0.759084508141856,1029
2461,2019-07-01,fore20,,-1.060727389979017,1097
2461,2019-07-01,trust20,,0.0,1097
2464,2016-07-01,fore20,,-35.82158267544755,363
2464,2016-07-01,trust20,,7.824837119103427,363
2465,2018-02-01,vr_20_120,,3.3304697116431625,750
2465,2018-03-01,vr_20_120,,2.9212104773522554,763
2465,2021-03-02,fore20,,9.457483219765072,1495
2465,2021-03-02,trust20,,0.0,1495
2465,2021-06-01,fore20,,-20.863151887421985,1557
2465,2021-06-01,trust20,,0.0,1557
2481,2019-11-01,vr_20_120,,0.8328993458351152,1176
2481,2020-01-02,vr_20_120,,0.9314617786733054,1219
2481,2020-02-03,vr_20_120,,0.9215728140803073,1234
2485,2019-01-02,fore20,,-20.78447548065689,982
2485,2019-01-02,trust20,,1.4479567955629518,982
2488,2017-03-01,fore20,,6.787785608430499,523
2488,2017-03-01,trust20,,-6.812548283935962,523
2489,2017-10-02,fore20,,-21.067095614270066,673
2489,2017-10-02,trust20,,0.0,673
2489,2022-01-03,vr_20_120,,0.8818279354952757,1707
2489,2024-02-01,vr_20_120,,2.267325736509586,2207
2489,2024-03-01,vr_20_120,,3.3448150739713736,2220
2489,2024-11-01,vr_20_120,,0.3539571749077856,2377
2489,2024-12-02,vr_20_120,,0.23093786053381293,2398
2489,2025-01-02,vr_20_120,,0.13074928833992408,2420
2489,2025-02-03,vr_20_120,,0.2557507034170875,2435
2489,2025-04-01,vr_20_120,,0.5880492038386655,2475
2489,2026-02-02,vr_20_120,,3.94933556692761,2678
2489,2026-03-02,vr_20_120,,3.689126098073208,2690
2491,2021-09-01,fore20,,-4.255682372451468,1602
2491,2021-09-01,trust20,,0.0,1602
2492,2015-11-02,vr_20_120,,1.4702609806282887,195
2492,2016-01-04,vr_20_120,,1.4104971390644647,239
2492,2016-03-01,vr_20_120,,0.8449625648173207,273
2492,2016-11-01,vr_20_120,,0.7888913232573819,431
2492,2016-12-01,vr_20_120,,0.6217471194098654,453
2492,2017-01-03,vr_20_120,,0.7136199244554371,475
2492,2017-02-02,vr_20_120,,1.028984995385641,491
2492,2017-03-01,vr_20_120,,1.6033118839172844,509
2492,2017-11-01,vr_20_120,,0.882246663973853,670
2492,2017-12-01,vr_20_120,,1.66801956312106,692
2492,2018-01-02,vr_20_120,,1.7912188403751157,713
2492,2018-02-01,vr_20_120,,1.717996728773062,735
2492,2018-03-01,vr_20_120,,1.2435231325723217,748
2498,2017-10-02,fore20,,23.477926831198815,672
2498,2017-10-02,trust20,,-0.001217244550169437,672
2501,2017-03-01,vr_20_120,,2.0552544781383593,513
2501,2017-04-05,vr_20_120,,1.710606200909986,536
2504,2020-12-01,vr_20_120,,0.6840173818258295,1440
2504,2021-01-04,vr_20_120,,0.4651472046349691,1463
2504,2021-02-01,vr_20_120,,0.391002353986839,1483
2504,2021-03-02,vr_20_120,,0.5374150491396019,1496
2504,2021-04-01,vr_20_120,,0.9512850516571852,1518
2505,2021-02-01,vr_20_120,,0.40823181653899193,1483
2505,2021-03-02,vr_20_120,,0.5082571359396924,1496
2505,2021-04-01,vr_20_120,,1.2254604232781687,1518
2505,2021-05-03,vr_20_120,,0.8602691132325877,1537
2505,2021-06-01,vr_20_120,,0.5997241702420216,1558
2597,2019-11-01,fore20,,0.0962962962962963,1179
2597,2019-11-01,trust20,,0.0,1179
2601,2019-05-02,fore20,,3.617866478126734,1055
