date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2016-11-24,1333,恩得利,1,0,0,,0,0
2016-11-24,1785,光洋科,0,0,0,,1,1
2016-11-24,3085,久大,1,0,0,,0,1
2016-11-24,3086,華義,1,0,0,,0,1
2016-11-24,3089,遠昇,1,1,0,045,0,0
2016-11-24,3095,及成,1,1,0,030,0,1
2016-11-24,3288,點晶,1,1,0,030,0,1
2016-11-24,3339,泰谷,1,0,0,,0,1
2016-11-24,3431,長天,1,0,0,,0,0
2016-11-24,3465,祥業,0,0,0,,1,1
2016-11-24,3562,頂晶科,1,1,0,030,0,0
2016-11-24,3662,樂陞,0,0,0,,1,0
2016-11-24,4131,晶宇,1,0,0,,0,1
2016-11-24,4402,福大,1,0,0,,0,1
2016-11-24,4413,飛寶企業,1,1,0,030,0,1
2016-11-24,4415,台原藥,1,1,0,030,0,0
2016-11-24,4419,松懋,1,1,0,030,0,1
2016-11-24,5205,漢康,1,1,0,030,0,1
2016-11-24,5304,鼎創達,1,1,0,030,0,0
2016-11-24,5348,系通,1,1,0,030,0,1
2016-11-24,5381,合正,1,1,0,030,0,1
2016-11-24,5395,圓方,0,0,0,,1,0
2016-11-24,5455,訊利電,1,0,0,,0,1
2016-11-24,6103,合邦,1,1,0,030,0,1
2016-11-24,6222,上揚,0,0,0,,1,1
2016-11-24,6242,立康,1,0,0,,0,1
2016-11-24,6246,臺龍,1,0,0,,0,1
2016-11-24,6259,百徽,1,1,0,030,0,1
2016-11-24,6287,元隆,1,1,0,030,0,0
2016-11-24,6291,沛亨,1,1,0,030,0,1
2016-11-24,8291,尚茂,1,0,0,,0,1
2016-11-24,911613,特藝-DR,0,0,0,,1,0
