date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2022-10-28,1799,易威,1,0,0,,0,1
2022-10-28,2719,燦星旅,1,1,0,030,0,1
2022-10-28,2724,富驛-KY,1,0,0,,0,1
2022-10-28,3064,泰偉,1,1,0,030,0,1
2022-10-28,3073,天方能源,1,0,0,,0,1
2022-10-28,3085,新零售,1,0,0,,0,1
2022-10-28,3089,億杰,1,0,0,,0,0
2022-10-28,3095,及成,0,0,0,,1,1
2022-10-28,3191,和進,1,0,0,,0,1
2022-10-28,3288,點晶,1,0,0,,0,1
2022-10-28,3522,御頂,1,0,0,,0,1
2022-10-28,3523,迎輝,1,0,0,,0,1
2022-10-28,3632,研勤,1,0,0,,0,1
2022-10-28,3642,駿熠電,1,1,0,030,0,0
2022-10-28,4131,晶宇,1,0,0,,0,1
2022-10-28,4192,杏國,1,0,0,,0,1
2022-10-28,4198,欣大健康,1,1,0,030,0,1
2022-10-28,4419,元勝,1,1,0,030,0,1
2022-10-28,4530,宏易,1,0,0,,0,1
2022-10-28,4609,唐鋒,1,0,0,,0,1
2022-10-28,4712,南璋,1,1,0,030,0,0
2022-10-28,4806,昇華,1,0,0,,0,1
2022-10-28,4944,兆遠,1,1,0,030,0,0
2022-10-28,5301,寶得利,1,0,0,,0,1
2022-10-28,5314,世紀,1,1,0,030,0,1
2022-10-28,5345,天揚,1,1,0,030,0,1
2022-10-28,5348,系通,1,0,0,,0,1
2022-10-28,5381,合正,1,0,0,,0,1
2022-10-28,5701,劍湖山,1,1,0,030,0,1
2022-10-28,6103,合邦,1,1,0,030,0,1
2022-10-28,6236,康呈,1,1,0,030,0,1
2022-10-28,6287,元隆,1,1,0,030,0,0
2022-10-28,6404,通訊-KY,1,1,0,030,0,0
2022-10-28,8077,洛碁,1,0,0,,0,1
2022-10-28,8080,永利聯合,1,1,0,030,0,1
2022-10-28,8291,尚茂,1,1,0,030,0,1
2022-10-28,8390,金益鼎,0,0,0,,1,1
2022-10-28,9950,萬國通,1,1,0,030,0,1
