date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2017-03-09,1333,恩得利,1,0,0,,0,0
2017-03-09,3085,久大,1,0,0,,0,1
2017-03-09,3086,華義,1,0,0,,0,1
2017-03-09,3089,遠昇,1,1,0,030,0,0
2017-03-09,3095,及成,1,1,0,030,0,1
2017-03-09,3288,點晶,1,1,0,030,0,1
2017-03-09,3339,泰谷,1,0,0,,0,1
2017-03-09,3431,長天,1,0,0,,0,0
2017-03-09,3465,祥業,1,1,0,030,0,1
2017-03-09,3562,頂晶科,1,1,0,030,0,0
2017-03-09,3662,樂陞,0,0,0,,1,0
2017-03-09,4131,晶宇,1,0,0,,0,1
2017-03-09,4402,福大,1,0,0,,0,1
2017-03-09,4413,飛寶企業,1,1,0,030,0,1
2017-03-09,4415,台原藥,1,1,0,030,0,0
2017-03-09,4419,松懋,1,1,0,030,0,1
2017-03-09,5205,漢康,1,1,0,030,0,1
2017-03-09,5304,鼎創達,1,1,0,030,0,0
2017-03-09,5348,系通,1,1,0,030,0,1
2017-03-09,5381,合正,1,1,0,030,0,1
2017-03-09,5455,訊利電,1,0,0,,0,1
2017-03-09,6103,合邦,1,1,0,030,0,1
2017-03-09,6222,上揚,1,1,0,030,0,1
2017-03-09,6246,臺龍,1,0,0,,0,1
2017-03-09,6259,百徽,1,1,0,030,0,1
2017-03-09,6287,元隆,1,1,0,030,0,0
2017-03-09,6291,沛亨,1,1,0,030,0,1
2017-03-09,8291,尚茂,1,0,0,,0,1
2017-03-09,911613,特藝-DR,0,0,0,,1,0
