date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2017-04-11,1333,恩得利,1,0,0,,0,0
2017-04-11,2724,富驛-KY,1,1,0,030,0,1
2017-04-11,3085,久大,1,0,0,,0,1
2017-04-11,3086,華義,1,1,0,030,0,1
2017-04-11,3089,遠昇,1,1,0,030,0,0
2017-04-11,3095,及成,1,1,0,030,0,1
2017-04-11,3288,點晶,1,1,0,030,0,1
2017-04-11,3339,泰谷,1,0,0,,0,1
2017-04-11,3431,長天,1,0,0,,0,0
2017-04-11,3465,祥業,1,0,0,,0,1
2017-04-11,3523,迎輝,1,0,0,,0,1
2017-04-11,3562,頂晶科,1,1,0,030,0,0
2017-04-11,3662,樂陞,0,0,0,,1,0
2017-04-11,4131,晶宇,1,0,0,,0,1
2017-04-11,4402,福大,1,0,0,,0,1
2017-04-11,4413,飛寶企業,1,1,0,030,0,1
2017-04-11,4415,台原藥,1,1,0,030,0,0
2017-04-11,4419,松懋,1,1,0,030,0,1
2017-04-11,5205,漢康,1,1,0,030,0,1
2017-04-11,5304,鼎創達,1,1,0,030,0,0
2017-04-11,5348,系通,1,1,0,030,0,1
2017-04-11,5381,合正,1,1,0,030,0,1
2017-04-11,5455,訊利電,1,1,0,030,0,1
2017-04-11,5475,德宏,1,0,0,,0,1
2017-04-11,6103,合邦,1,1,0,030,0,1
2017-04-11,6222,上揚,1,1,0,030,0,1
2017-04-11,6259,百徽,1,1,0,030,0,1
2017-04-11,6287,元隆,1,1,0,030,0,0
2017-04-11,6291,沛亨,1,1,0,030,0,1
2017-04-11,8291,尚茂,1,0,0,,0,1
2017-04-11,8927,北基,1,0,0,,0,1
2017-04-11,911613,特藝-DR,0,0,0,,1,0
