date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2015-12-31,3085,久大,1,0,0,,0,1
2015-12-31,3126,信億,0,0,0,,1,0
2015-12-31,3465,祥業,1,0,0,,0,1
2015-12-31,3555,擎泰,1,1,0,,0,1
2015-12-31,3562,頂晶科,1,1,0,,0,0
2015-12-31,3623,富晶通,0,0,0,,1,1
2015-12-31,4131,晶宇,1,0,0,,0,1
2015-12-31,4402,福大,1,0,0,,0,1
2015-12-31,4413,飛寶,1,1,0,,0,1
2015-12-31,4415,台原藥,1,1,0,,0,0
2015-12-31,4419,松懋,1,0,0,,0,1
2015-12-31,4502,健信,1,0,0,,0,1
2015-12-31,4703,揚華,0,0,0,,1,0
2015-12-31,5205,漢康,1,1,0,,0,1
2015-12-31,5304,鼎創達,1,1,0,,0,0
2015-12-31,5348,系通,1,0,0,,0,1
2015-12-31,5364,力麗店,0,0,1,,0,1
2015-12-31,5381,合正,1,1,0,,0,1
2015-12-31,5395,圓方,1,0,0,,0,0
2015-12-31,5455,訊利電,1,0,0,,0,1
2015-12-31,6103,合邦,1,1,0,,0,1
2015-12-31,6135,佳營,0,0,0,,1,0
2015-12-31,6199,天品,0,0,1,,0,1
2015-12-31,6240,松崗,1,0,0,,0,1
2015-12-31,6242,立康,1,0,0,,0,1
2015-12-31,6246,臺龍,1,1,0,,0,1
2015-12-31,6250,宇加,0,0,0,,1,0
2015-12-31,6287,元隆,1,1,0,,0,0
2015-12-31,6291,沛亨,1,1,0,,0,1
2015-12-31,8053,巨擘,1,1,0,,0,0
2015-12-31,8068,全達,1,0,0,,0,1
2015-12-31,8082,漢承泰,1,1,0,,0,0
2015-12-31,8925,偉盟,0,0,0,,1,0
2015-12-31,8934,衡平,1,0,0,,0,0
2015-12-31,911613,特藝,1,0,0,,0,0
