date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2019-11-08,1333,恩得利,1,1,0,030,0,0
2019-11-08,2719,燦星旅,1,0,0,,0,1
2019-11-08,2724,富驛-KY,1,1,0,030,0,1
2019-11-08,2740,天蔥,1,0,0,,0,1
2019-11-08,3064,泰偉,1,0,0,,0,1
2019-11-08,3073,凱柏實業,1,0,0,,0,1
2019-11-08,3085,新零售,1,1,0,030,0,1
2019-11-08,3086,華義,1,1,0,030,0,1
2019-11-08,3095,及成,1,1,0,030,0,1
2019-11-08,3162,精確,1,0,0,,0,1
2019-11-08,3191,和進,1,0,0,,0,1
2019-11-08,3372,典範,1,0,0,,0,1
2019-11-08,3452,益通,1,0,0,,0,0
2019-11-08,3465,進泰電子,1,0,0,,0,1
2019-11-08,3629,地心引力,1,0,0,,0,1
2019-11-08,4131,晶宇,1,0,0,,0,1
2019-11-08,4198,環瑞醫,1,0,0,,0,1
2019-11-08,4415,台原藥,0,0,1,045,0,0
2019-11-08,4419,元勝,1,1,0,030,0,1
2019-11-08,4702,中美實,1,0,0,,0,1
2019-11-08,4806,昇華,1,0,0,,0,1
2019-11-08,5205,中茂,1,1,0,030,0,1
2019-11-08,5304,鼎創達,1,0,0,,0,0
2019-11-08,5310,天剛,1,0,0,,0,1
2019-11-08,5314,世紀,1,0,0,,0,1
2019-11-08,5345,天揚,1,0,0,,0,1
2019-11-08,5381,合正,1,0,0,,0,1
2019-11-08,5468,凱鈺,1,1,0,030,0,1
2019-11-08,5529,志嘉,0,0,0,,1,1
2019-11-08,5701,劍湖山,1,0,0,,0,1
2019-11-08,6103,合邦,1,1,0,030,0,1
2019-11-08,6198,凌泰,1,0,0,,0,1
2019-11-08,6222,上揚,1,0,0,,0,1
2019-11-08,6236,康呈,1,1,0,030,0,1
2019-11-08,6259,百徽,1,1,0,030,0,1
2019-11-08,6287,元隆,1,1,0,030,0,0
2019-11-08,6497,亞獅康-KY,1,0,0,,0,0
2019-11-08,8080,奧斯特,1,1,0,030,0,1
2019-11-08,8287,英格爾,1,1,0,030,0,0
2019-11-08,8291,尚茂,1,0,0,,0,1
2019-11-08,8933,愛地雅,1,0,0,,0,1
2019-11-08,911613,特藝-DR,0,0,0,,1,0
