date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2021-04-28,2719,燦星旅,1,1,0,030,0,1
2021-04-28,2724,富驛-KY,1,1,0,030,0,1
2021-04-28,2740,天蔥,1,0,0,,0,1
2021-04-28,3064,泰偉,1,0,0,,0,1
2021-04-28,3073,天方能源,1,0,0,,0,1
2021-04-28,3085,新零售,1,1,0,030,0,1
2021-04-28,3089,元炬,0,0,0,,1,0
2021-04-28,3095,及成,1,1,0,030,0,1
2021-04-28,3162,精確,1,0,0,,0,1
2021-04-28,3191,和進,1,1,0,030,0,1
2021-04-28,3219,倚強股份,1,0,0,,0,1
2021-04-28,3629,地心引力,1,0,0,,0,1
2021-04-28,3632,研勤,1,0,0,,0,1
2021-04-28,4131,晶宇,1,1,0,030,0,1
2021-04-28,4198,欣大健康,1,1,0,030,0,1
2021-04-28,4304,勝昱,1,0,0,,0,1
2021-04-28,4419,元勝,1,1,0,030,0,1
2021-04-28,4609,唐鋒,1,0,0,,0,1
2021-04-28,4712,南璋,1,1,0,030,0,0
2021-04-28,4806,昇華,1,0,0,,0,1
2021-04-28,4903,聯光通,1,0,0,,0,1
2021-04-28,4944,兆遠,1,0,0,,0,0
2021-04-28,5205,中茂,1,1,0,030,0,1
2021-04-28,5310,天剛,1,1,0,030,0,1
2021-04-28,5314,世紀,1,1,0,030,0,1
2021-04-28,5345,天揚,1,1,0,030,0,1
2021-04-28,5348,系通,1,0,0,,0,1
2021-04-28,5381,合正,1,0,0,,0,1
2021-04-28,5475,德宏,1,0,0,025,0,1
2021-04-28,5701,劍湖山,1,1,0,030,0,1
2021-04-28,6103,合邦,1,1,0,030,0,1
2021-04-28,6236,康呈,1,1,0,030,0,1
2021-04-28,6287,元隆,1,1,0,030,0,0
2021-04-28,6404,通訊-KY,1,1,0,045,0,0
2021-04-28,8080,永利聯合,0,0,0,,1,1
2021-04-28,8291,尚茂,1,0,0,,0,1
2021-04-28,911613,特藝-DR,0,0,0,,1,0
