date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2026-09-04,2067,嘉鋼,1,0,0,,0,1
2026-09-04,3064,泰偉,1,0,0,,0,1
2026-09-04,3259,鑫創,1,0,0,,0,1
2026-09-04,3625,西勝,1,0,0,,0,1
2026-09-04,3629,地心引力,1,1,0,045,0,1
2026-09-04,3632,研勤,1,1,0,030,0,1
2026-09-04,3664,安瑞-KY,1,1,0,045,0,1
2026-09-04,3710,連展投控,1,0,0,,0,1
2026-09-04,4529,淳紳,1,1,0,030,0,1
2026-09-04,4609,唐鋒,1,1,0,030,0,1
2026-09-04,4804,大略-KY,0,0,0,,1,1
2026-09-04,5301,寶得利,1,0,0,,0,1
2026-09-04,5355,佳總,1,0,0,,0,1
2026-09-04,5701,劍湖山,1,0,0,,0,1
2026-09-04,6129,普誠,0,0,0,,1,1
2026-09-04,6236,中湛,1,0,0,,0,1
2026-09-04,6461,益得,0,0,0,,1,1
2026-09-04,8277,商丞,1,0,0,,0,1
2026-09-04,8291,尚茂,1,0,0,,0,1
2026-09-04,8444,綠河-KY,1,1,0,030,0,1
2026-09-04,8933,愛地雅,1,0,0,,0,1
