sid,k,pos,entry_pos,month,g_H60,g_H120,g_LD,xpos_H60,xpos_H120,xpos_LD,t_LD,relvol,g_H20,xpos_H20,score,c1,c2,c3,c4,c5,liq,K0,K1,K3,K4,K2,K2_period
1313,796,796,797,2018-04,-0.0025,-0.1353249771160672,-0.1353249771160672,856,916,916,False,5.202414702099911,0.0,816,3,False,False,True,True,True,60539915.65,3,3.0,3.829034373621563,0.10863509749303635,0.02029136921809771,2018-03
1313,1527,1527,1528,2021-04,0.1851851851851851,0.1089324618736382,-0.0326797385620916,1587,1647,1550,True,6.560007119913517,0.2265795206971677,1547,3,False,False,True,True,True,320670255.8,3,3.0,3.5055746695169474,0.2754917084186901,0.17333924601300654,2021-03
1325,1343,1355,1356,2020-07,-0.2244897959183672,-0.507871720116618,0.0262390670553938,1415,1475,1369,True,6.752603636914363,-0.1020408163265305,1375,3,False,True,True,True,False,1743587740.9,5,3.0,3.215685687894251,0.029038184221461316,0.10377070678554201,2020-06
1326,911,911,912,2018-09,-0.1757812500000001,-0.1484375,-0.1484375,971,1031,1031,False,4.811347683097571,-0.1171875,931,3,False,False,True,True,True,717213007.6,6,3.0,4.520164660493812,0.053497942386831365,0.024393848744584945,2018-08
1326,1533,1533,1534,2021-04,-0.0957894736842105,-0.0840566139241572,-0.0840566139241572,1593,1653,1653,False,3.378128757540293,-0.1200000000000001,1553,3,False,False,True,True,True,577876566.45,6,3.0,3.046647696437319,0.09425287356321843,0.003331517341989887,2021-03
1326,2744,2744,2745,2026-04,0.1033766289250315,,0.2321039022996185,2804,-1,2858,False,3.9269744730047607,-0.1618181818181818,2764,3,True,False,False,True,True,2340873573.8,6,3.0,2.7237466027051442,0.30935251798561136,0.02094649903938195,2026-03
1342,537,1977,1978,2023-02,-0.0713266352009985,-0.2004086472966125,-0.2004086472966125,2037,2097,2097,False,11.476357939484323,0.0415224913494809,1997,3,False,False,True,True,True,477787393.0,2,3.0,4.419519235828812,0.08396946564885499,0.008849135171036915,2022-12
1409,865,865,866,2018-07,-0.1013245300830288,-0.085558293768696,-0.085558293768696,925,985,985,False,4.896524467506375,0.0380228136882128,885,3,False,False,True,True,True,51832974.05,9,3.0,3.6457144407286814,0.07346938775510203,0.00953043775762974,2018-06
1409,892,892,893,2018-08,-0.2021276595744681,-0.0709219858156028,-0.0709219858156028,952,1012,1012,False,5.4621974212542765,-0.1099290780141842,912,3,False,False,True,True,True,90792586.05,9,3.0,3.7598949853901646,0.0926640926640927,0.009626809218820975,2018-07
1409,1540,1540,1541,2021-04,-0.1646586345381525,-0.1943408213674091,-0.2329317269076304,1600,1660,1550,True,15.63795896117573,-0.1546184738955823,1560,4,True,False,True,True,True,837608846.3,9,4.0,3.0557759941366083,0.37428571428571433,0.01122817104465601,2021-03
1444,613,613,614,2017-07,0.0495049504950495,0.1584158415841585,0.1584158415841585,673,733,733,False,37.41779749590129,0.0594059405940594,633,3,False,False,True,True,True,21079332.65,4,3.0,10.955456979327096,0.23445595854922296,0.04447058775346391,2017-06
1444,2800,2800,2801,2026-07,,,-0.3139999999999999,-1,-1,2858,False,22.048399119892785,-0.2849999999999999,2820,3,True,False,True,True,False,57451016.95,4,3.0,3.3976728065559505,0.38966480446927365,0.12851599622392507,2026-05
1445,1734,1734,1735,2022-02,-0.065625,-0.03125,-0.03125,1794,1855,1855,False,2.6714223958850214,0.0,1754,3,False,False,True,True,True,2470116.5,5,3.0,3.2148078845673878,0.03559870550161803,0.05400114062938899,2021-11
1447,2225,2225,2226,2024-02,0.0670520231213873,0.0635838150289016,0.1271676300578035,2285,2345,2323,True,8.24411295370762,-0.0820809248554913,2245,3,False,False,True,True,True,11800645.7,7,3.0,5.392169091221848,0.11254851228978002,0.27606944642710385,2024-01
1452,1542,1542,1543,2021-05,0.0288065843621398,-0.0041030562064773,-0.0679012345679013,1602,1662,1550,True,59.28340028956416,-0.0020576131687243,1562,4,True,False,True,True,True,65105606.85,2,4.0,5.953418403625555,0.30163043478260887,0.09745744216499341,2021-03
1464,1163,1163,1164,2019-10,0.0057803468208093,-0.2774566473988439,-0.3834296724470135,1223,1283,1271,True,11.52262726593975,0.0211946050096338,1183,3,False,False,True,True,True,46247887.4,4,3.0,3.986542377717344,0.08879492600422823,0.0786026200873362,2019-08
1464,1187,1187,1188,2019-11,-0.1736842105263158,-0.2859649122807017,-0.4385964912280702,1247,1307,1271,True,10.03489674434048,-0.0789473684210527,1207,3,False,False,True,True,True,70226125.85,4,3.0,5.160009435434349,0.03321033210332125,0.08984908639155975,2019-10
1464,2421,2421,2422,2024-12,-0.0109890109890108,-0.2719780219780219,-0.2032967032967031,2481,2541,2497,True,6.732333165068147,-0.0714285714285714,2441,3,False,False,True,True,True,29194868.0,4,3.0,4.539632547747775,0.06268656716417897,0.021795488183112166,2024-10
1503,1981,1981,1982,2023-02,0.6645244215938304,0.6397184251261154,0.6397184251261154,2041,2101,2101,False,30.68181450153449,0.0308483290488432,2001,3,False,False,True,True,True,76310493.55,3,3.0,6.984455193580648,0.09734513274336298,0.0673845976034948,2023-01
1503,2015,2015,2016,2023-04,0.6394335511982572,0.2903915461971313,0.2903915461971313,2075,2135,2135,False,11.788718886088628,0.2636165577342046,2035,3,False,False,True,True,True,252378236.65,3,3.0,7.102588637569039,0.04052443384982096,0.008719772394975456,2023-03
1503,2226,2226,2227,2024-02,0.5276073619631902,0.3792251038102261,0.292442400649133,2286,2346,2338,True,9.158009516148486,0.6349693251533743,2246,3,True,False,True,True,False,1453536136.65,3,3.0,4.042623607241571,0.3529411764705883,0.22650161095670263,2024-01
1504,2017,2017,2018,2023-04,0.1612685464691476,0.1256741082631967,0.1256741082631967,2077,2137,2137,False,8.318644435024822,-0.0162162162162161,2037,3,True,False,False,True,True,1696264241.25,4,3.0,1.5328086920490578,0.3180515759312321,0.04066544987242282,2023-03
1514,737,737,738,2018-01,0.3870967741935482,0.2056451612903225,0.2056451612903225,797,857,857,False,16.914974400991934,-0.0483870967741935,757,3,False,False,True,True,True,24830585.05,4,3.0,7.965804373989166,0.11818181818181817,0.05893263434569618,2017-11
1514,1230,1230,1231,2020-01,-0.0078740157480315,0.2467191601049869,0.2467191601049869,1290,1350,1350,False,11.555331474546714,0.062992125984252,1250,3,False,False,True,True,True,27015632.55,4,3.0,6.1718121051361425,0.10465116279069786,0.11774069913563756,2019-12
1514,2175,2175,2176,2023-11,0.7455621301775148,0.5902366863905326,0.9970414201183432,2235,2295,2275,True,17.844463426269222,0.1923076923076923,2195,4,True,False,True,True,True,664364132.6,4,4.0,4.299789366744631,0.3438735177865613,0.06177016940102131,2023-10
1515,673,673,674,2017-10,0.0156862745098038,-0.1303921568627452,-0.1960784313725491,733,793,760,True,3.856580175110078,0.3333333333333332,693,3,False,False,True,True,True,204973197.05,5,3.0,3.0040881728053233,0.16883116883116878,0.3781821888514407,2017-08
1515,695,695,696,2017-11,-0.4133964817320704,-0.435723951285521,-0.4451962110960757,755,815,760,True,3.711123940643757,-0.2422192151556157,715,3,True,False,False,True,True,445183076.9,5,3.0,1.7776762394267014,0.41320754716981156,0.05084073616542484,2017-09
1515,1382,1382,1383,2020-08,-0.2334975369458128,-0.1911330049261084,-0.1911330049261084,1442,1502,1502,False,6.6321374925503065,-0.1881773399014779,1402,3,False,False,True,True,True,541300660.15,5,3.0,3.873178274748498,0.15783410138248843,0.06101857516947695,2020-07
1517,1388,1388,1389,2020-09,0.1833333333333331,0.2624999999999999,0.2624999999999999,1448,1508,1508,False,9.461731530358712,-0.0125000000000001,1408,3,False,False,True,True,True,26399926.3,7,3.0,6.511228972635427,0.1944432935935696,0.14709638128167857,2020-07
1517,1416,1416,1417,2020-10,0.0813953488372092,1.2093023255813955,1.2093023255813955,1476,1536,1536,False,7.478803585768006,0.1434108527131783,1436,3,False,False,True,True,True,51601735.2,7,3.0,3.5612944077896045,0.019920318725099584,0.0056631186543243395,2020-09
1519,1235,1235,1236,2020-01,-0.1361256544502617,0.2652705061082026,-0.2931937172774868,1295,1355,1271,True,6.370170620455579,0.0593368237347295,1255,3,False,False,True,True,True,22469688.7,9,3.0,4.513408501293568,0.03056027164685915,0.5174840240421277,2019-12
1519,2218,2218,2219,2024-01,0.8764044943820222,0.4628202959619951,0.5842696629213482,2278,2338,2251,True,2.109546878591179,0.1550561797752809,2238,3,True,False,False,True,True,5851150143.95,9,3.0,1.6872784627152382,0.3078055964653903,0.5220372664639654,2023-12
1519,2691,2691,2692,2026-01,-0.0690021231422505,-0.2653927813163481,-0.2653927813163481,2751,2811,2811,False,6.066729635015694,0.0254777070063694,2711,3,False,False,True,True,True,3671818700.4,9,3.0,3.7778763920149023,0.13659147869674193,0.10854141575387866,2025-12
1522,2121,2121,2122,2023-09,0.0882723833543506,0.1689785624211854,0.1689785624211854,2181,2241,2241,False,15.962905194434022,0.0668348045397226,2141,3,False,False,True,True,True,150865314.15,2,3.0,12.159567965212101,0.2597402597402596,0.03356217581279575,2023-08
1522,2227,2227,2228,2024-02,0.3663366336633662,0.5343705857847081,0.4031117451128598,2287,2347,2338,True,4.182422821570218,0.0957095709570956,2247,3,False,False,True,True,True,142211679.7,2,3.0,3.059256285544035,0.17955439056356481,0.013075395975263193,2024-01
1524,2174,2181,2182,2023-12,-0.0890585241730278,-0.0718012084445768,-0.0718012084445768,2241,2301,2301,False,14.968870720054657,-0.1793893129770991,2201,4,True,False,True,True,True,244627413.15,4,4.0,15.864385176735455,0.3129496402877696,0.12439607157489929,2023-11
1524,2418,2425,2426,2024-12,0.0651387213510252,-0.2560216898286044,-0.186972255729795,2485,2545,2497,True,8.650845337329427,-0.0808202653799758,2445,3,False,False,True,True,True,294126556.95,4,3.0,4.66937844457707,0.09549071618037108,0.0740071290443618,2024-11
1526,632,632,633,2017-08,1.0934782608695652,2.717391304347826,0.2739130434782608,692,752,648,True,13.171831596245436,0.25,652,3,False,False,True,True,True,6193831.15,6,3.0,9.638407078630163,0.22400834710259,0.032828868702371894,2017-06
1526,656,656,657,2017-09,0.245762711864407,1.3615819209039546,0.3728813559322035,716,776,697,True,13.23535578222937,0.2245762711864407,676,3,False,True,False,True,True,85433985.5,6,3.0,2.019952212108845,0.18791946308724827,0.14273400137586933,2017-08
1526,747,747,748,2018-01,-0.4060913705583757,-0.5939086294416244,-0.1847715736040609,807,867,760,True,3.965232465305888,-0.233502538071066,767,3,True,False,False,True,True,240491071.8,6,3.0,1.3896023602818839,0.626043405676127,0.07509864221886975,2017-12
1526,1589,1589,1590,2021-07,-0.2331166754994221,-0.1811390279499386,-0.1811390279499386,1649,1709,1709,False,8.18246578815292,-0.0707236842105262,1609,3,False,False,True,True,True,132725287.75,6,3.0,3.2911735992827036,0.24493927125506088,0.031337842867961374,2021-05
1528,641,641,642,2017-08,0.1196581196581196,0.2051282051282053,0.2051282051282053,701,761,761,False,19.43429620290874,0.0256410256410257,661,3,False,False,True,True,True,10402513.6,8,3.0,4.352228580599982,0.1780660466563171,0.2602103714308439,2017-07
1528,2207,2207,2208,2024-01,-0.2388535031847133,-0.0891719745222928,-0.0891719745222928,2267,2327,2327,False,83.31383522525492,-0.0828025477707005,2227,4,True,True,True,True,False,38712190.95,8,4.0,12.195838582471136,0.3103448275862071,0.07556598488027078,2023-12
1532,2077,2077,2078,2023-07,0.0149049810771544,0.1640338762558382,0.1640338762558382,2137,2197,2197,False,4.525198881664113,0.0577104972858506,2097,3,False,False,True,True,True,25469393.2,2,3.0,3.3211831681957777,0.00809716599190291,0.029606077282110954,2023-06
1533,1486,1486,1487,2021-01,-0.215528781793842,-0.2396251673360107,-0.1847389558232932,1546,1606,1489,True,43.537491671186345,-0.1044176706827308,1506,4,True,True,False,True,True,278715126.8,3,4.0,2.152618262554955,0.8962386511024645,0.8787713793527747,2020-12
1540,2332,2332,2333,2024-07,0.4504950495049504,0.0264026402640265,0.0264026402640265,2392,2452,2452,False,18.46783652942219,0.2673267326732673,2352,3,True,True,False,True,False,304031884.4,0,3.0,1.122667481647856,0.3999999999999999,0.2634209552017772,2024-06
1540,2353,2353,2354,2024-08,-0.1272727272727272,-0.1306818181818181,-0.1306818181818181,2413,2473,2473,False,9.66395949236081,0.1352272727272727,2373,3,True,True,False,True,False,992277692.75,0,3.0,0.870554957862626,0.3656957928802591,0.2634209552017772,2024-06
1560,1475,1475,1476,2021-01,0.1028169014084507,-0.0084507042253521,-0.0084507042253521,1535,1595,1595,False,11.748746313258003,-0.0464788732394365,1495,3,False,False,True,True,True,149072814.15,0,3.0,3.5462062617806964,0.12050078247261342,0.04163409781314953,2020-12
1560,1709,1709,1710,2021-12,0.2314814814814814,0.2685185185185186,0.4675925925925925,1769,1829,1823,True,8.699411111746402,-0.0972222222222222,1729,3,False,False,True,True,True,528027118.15,0,3.0,4.200359329594027,0.2145289443813847,0.006393315382477782,2021-11
1560,2384,2384,2385,2024-10,-0.1740331491712707,-0.4627071823204419,-0.2403314917127071,2444,2504,2455,True,8.376370281344542,-0.1477900552486187,2404,3,False,False,True,True,True,673219156.6,0,3.0,8.491966835692388,0.22483221476510074,0.004590607830481153,2024-09
1560,2771,2771,2772,2026-05,-0.0031507451708832,,-0.0763656621922307,2831,-1,2810,True,1.7838795316599363,-0.0027972027972028,2791,3,True,False,False,True,True,1814141618.25,0,3.0,1.5028408700694336,0.32053742802303264,0.05219314085140625,2026-04
1584,2337,2347,2348,2024-08,-0.1900455194176151,-0.2542257476729547,-0.2542257476729547,2407,2467,2467,False,12.832099674958458,-0.0543615676359038,2367,3,False,False,True,True,True,201837047.5,4,3.0,3.33538544255608,0.1206896551724137,0.12396957855128354,2024-07
1586,640,640,641,2017-08,0.3608562691131496,0.3470948012232415,0.3470948012232415,700,760,760,False,5.961265542939519,0.1758409785932722,660,3,False,False,True,True,True,23036280.0,6,3.0,3.81006178080836,0.16249999999999987,0.0024492704888001704,2017-07
1586,726,726,727,2017-12,-0.1485148514851484,-0.2316831683168317,-0.4603960396039603,786,846,826,True,4.037310889420865,-0.0198019801980197,746,3,False,False,True,True,True,96838577.5,6,3.0,3.3181156548897053,0.021450459652706755,0.05626067060195972,2017-11
1587,569,1369,1370,2020-08,0.2652582159624412,0.0868544600938967,0.0868544600938967,1429,1489,1489,False,11.055127786056898,0.2394366197183097,1389,3,False,False,True,True,True,6617951.15,7,3.0,5.690466905304975,0.12806539509536785,0.07998827034195943,2020-06
1587,1863,2663,2664,2025-12,-0.1833872707659115,-0.3775620280474649,-0.3775620280474649,2723,2783,2783,False,6.405872771178428,0.1434735706580365,2683,3,False,False,True,True,True,49512867.85,7,3.0,4.901096877182807,0.15317559153175586,0.03159138249867466,2025-10
1589,1368,1368,1369,2020-08,-0.0705904656633203,-0.2402052259318075,-0.2402052259318075,1428,1488,1488,False,40.10951810824649,-0.0374384236453201,1388,3,True,False,False,True,True,879140021.7,9,3.0,1.9507809810360723,0.3383472879816072,0.010765569828186772,2020-07
1590,1477,1477,1478,2021-01,-0.0442477876106195,-0.030789229366938,-0.1592920353982301,1537,1597,1549,True,3.22736462968158,-0.0840707964601771,1497,3,False,False,True,True,True,623948114.0,0,3.0,3.505582989870212,0.2897727272727273,0.00703363898805609,2020-12
1590,2748,2748,2749,2026-04,0.08,,-0.011886858187084,2808,-1,2858,False,2.418765582321919,0.1440000000000001,2768,3,True,False,False,True,True,991185509.9,0,3.0,2.433313270735093,0.30368098159509205,0.11812071255748324,2026-03
1597,691,691,692,2017-11,0.1970443349753694,0.5960591133004924,-0.1399014778325124,751,811,716,True,7.690383088620247,-0.0147783251231526,711,3,False,False,True,True,True,319479290.0,7,3.0,5.519764990087464,0.15074798619102414,0.01955863636036792,2017-09
1597,1506,1506,1507,2021-03,-0.1506276150627613,-0.1336401643993102,-0.1336401643993102,1566,1626,1626,False,11.9028120725829,0.1297071129707114,1526,3,False,False,True,True,True,373008994.45,7,3.0,3.8274069104019164,0.1040723981900451,0.02420994550305733,2021-01
1597,2761,2761,2762,2026-05,-0.2556818181818182,,0.1306818181818181,2821,-1,2775,True,4.134120949631873,-0.0482954545454545,2781,3,True,True,False,True,False,723838490.8,7,3.0,0.38120705724703086,0.9200887902330743,0.0064564088000935715,2026-03
1598,923,1340,1341,2020-07,0.8533016318205897,0.7578526207397009,0.6862658624290343,1400,1460,1376,True,4.082793408528387,0.2058391733218942,1360,3,True,False,False,True,True,171408950.6,8,3.0,2.2312616036749717,0.31932773109243695,0.05937388852603198,2020-05
1598,952,1369,1370,2020-08,0.792134831460674,0.2303370786516851,0.1910112359550559,1429,1489,1376,True,1.2272136867941312,0.5617977528089886,1389,3,True,False,False,True,True,297036463.8,8,3.0,0.9278871202344282,0.3977635782747606,0.15326831912645678,2020-07
1598,973,1390,1391,2020-09,-0.0559999999999999,-0.0999999999999999,-0.04,1450,1510,1436,True,3.883147265372263,0.064,1410,3,True,True,False,True,False,682286593.05,8,3.0,1.8461893796991122,0.3072916666666665,0.15326831912645678,2020-07
1598,1009,1426,1427,2020-11,-0.3163265306122449,-0.3210884353741497,-0.183673469387755,1486,1546,1436,True,5.192621124735913,-0.2108843537414967,1446,3,False,False,True,True,True,540979990.7,8,3.0,4.797738592219617,0.2148760330578512,0.2663427961993059,2020-09
1604,1497,1502,1503,2021-03,0.0629496402877696,0.0647482014388487,0.0647482014388487,1562,1622,1622,False,3.014787910797005,0.1025179856115106,1522,3,False,False,True,True,True,25757857.55,4,3.0,3.2541205275824656,0.09504950495049513,0.012781926105274843,2021-01
1604,1742,1747,1748,2022-03,-0.0494590417310664,-0.034358863073909,-0.034358863073909,1807,1867,1867,False,7.202376181764173,-0.0015455950540959,1767,3,False,False,True,True,True,22024658.4,4,3.0,4.743655320438478,0.06743421052631593,0.19870994565519107,2022-01
1605,692,692,693,2017-11,0.0182370820668695,0.243161094224924,0.243161094224924,752,812,812,False,4.8307886221280825,0.0151975683890577,712,3,False,False,True,True,True,168964848.6,5,3.0,4.154205953580809,0.13718411552346566,0.34663928697795066,2017-09
1608,1425,1425,1426,2020-11,-0.0218340611353712,1.716157205240175,1.51528384279476,1485,1545,1543,True,7.829145818764722,0.074235807860262,1445,3,False,False,True,True,True,24427896.65,8,3.0,5.736563733169389,0.1441532258064515,0.07957443762550054,2020-09
1608,1547,1547,1548,2021-05,-0.2135493372606774,-0.3578986131239645,-0.0927835051546391,1607,1667,1549,True,25.10467276389251,-0.191458026509573,1567,4,True,True,False,True,True,649817002.75,8,4.0,2.920361835669127,1.2721311475409838,0.06548854976927387,2021-03
1609,1528,1528,1529,2021-04,0.2792792792792793,0.177927927927928,0.3378378378378379,1588,1648,1549,True,9.702726149915888,0.4076576576576578,1548,3,False,False,True,True,True,213877344.95,9,3.0,7.124823960930698,0.14728682170542617,0.12848933675915375,2021-03
1612,1533,1533,1534,2021-04,-0.145850370251896,-0.1871223061430861,-0.2435677530017151,1593,1653,1550,True,6.370421952129196,-0.2315608919382503,1553,4,True,False,True,True,True,170074662.55,2,4.0,3.10116121409291,0.36299765807962525,0.38041260077084216,2021-03
1614,1378,1380,1381,2020-08,-0.0563564875491482,-0.0851900393184798,-0.0851900393184798,1440,1500,1500,False,7.53601587708486,-0.0393184796854522,1400,3,False,False,True,True,True,7075320.2,4,3.0,8.455383969760124,0.08645533141210371,0.07066205940449577,2020-06
1615,2195,2214,2215,2024-01,0.1806256306760849,0.3642785065590312,0.3642785065590312,2274,2334,2334,False,11.39264136578864,0.0060544904137234,2234,3,False,False,True,True,True,10803910.05,5,3.0,6.017497433718452,0.13188073394495414,0.019758996105826876,2023-12
1615,2220,2239,2240,2024-03,0.4033457249070633,0.342724533680286,0.342724533680286,2299,2359,2359,False,5.635283563174805,0.0929368029739778,2259,3,False,False,True,True,True,16683485.45,5,3.0,4.0721159977994885,0.0922131147540981,0.019758996105826876,2023-12
1616,2541,2541,2542,2025-06,0.1940612031659727,-0.0553009758084472,-0.0553009758084472,2601,2661,2661,False,11.152148521042054,0.0166304219726354,2561,4,True,False,True,True,True,133369009.25,6,4.0,5.704352504965467,0.3176229508196722,0.02921184226179485,2025-05
1618,2127,2133,2134,2023-09,-0.0174603174603176,0.1888888888888891,0.0,2193,2253,2181,True,7.511042993898394,-0.1746031746031746,2153,3,False,False,True,True,True,213063633.5,8,3.0,3.9797346364132102,0.22155688622754477,0.6064582390338835,2023-08
1708,1761,1761,1762,2022-03,-0.0263671875,0.0010643428372509,0.123046875,1821,1881,1767,True,33.71554993896313,0.2363281249999997,1781,3,True,False,False,True,True,1796996947.1,8,3.0,2.8691382666623344,0.3211488250652741,0.096142551647457,2022-02
1708,2780,2780,2781,2026-06,0.0765957446808511,,-0.0446808510638297,2840,-1,2783,True,7.740079636195281,0.2914893617021277,2800,4,True,False,True,True,True,163978614.7,8,4.0,9.526717931225456,0.3049587373372753,0.17612264810244538,2026-04
1709,1728,1735,1736,2022-02,-0.066413662239089,-0.0872865275142315,-0.0872865275142315,1795,1855,1855,False,14.458191253891592,0.0075901328273244,1755,3,False,False,True,True,True,182189547.7,9,3.0,6.693596918128801,0.02734375,0.23101752091992056,2022-01
1710,817,817,818,2018-05,-0.0275232376582197,-0.147751194191867,-0.147751194191867,877,937,937,False,5.345031995464024,-0.0720461095100863,837,3,False,False,True,True,True,137070690.4,0,3.0,4.941281597280114,0.06987577639751552,0.02210924771722178,2018-04
1710,1531,1531,1532,2021-04,0.0740740740740739,0.0810185185185183,0.0810185185185183,1591,1651,1651,False,4.873595447985468,-0.0601851851851853,1551,3,False,False,True,True,True,76062917.25,0,3.0,4.387683539708044,0.05651105651105648,0.12653577528903392,2021-03
1710,2779,2779,2780,2026-06,0.0,,0.0314465408805031,2839,-1,2858,False,6.145844787758308,0.1572327044025157,2799,3,False,False,True,True,True,74175624.3,0,3.0,7.3390402323853445,0.29554655870445345,0.031271231037506064,2026-04
1714,1348,1348,1349,2020-07,0.195266272189349,0.2366863905325444,0.2366863905325444,1408,1468,1468,False,6.88123223462136,-0.0402366863905325,1368,3,False,False,True,True,True,38945044.3,4,3.0,4.385847366978089,0.1601123595505618,0.5940937906458452,2020-06
1714,2686,2686,2687,2026-01,0.0625,0.8372844827586208,0.9396551724137934,2746,2806,2792,True,16.004941250597437,-0.0086206896551724,2706,3,False,False,True,True,True,11069325.1,4,3.0,15.088089065158995,0.08859223300970864,0.006494754444039241,2025-11
1714,2742,2742,2743,2026-04,0.7783018867924532,,0.6981132075471701,2802,-1,2792,True,4.576574966213201,-0.0745283018867923,2762,3,False,False,True,True,True,56164889.3,4,3.0,3.6705620997280235,0.0323886639676112,0.04448923156591689,2026-03
1714,2763,2763,2764,2026-05,0.5960591133004924,,0.7733990147783252,2823,-1,2792,True,5.074632344202415,0.3694581280788176,2783,3,False,False,True,True,True,49242458.55,4,3.0,4.285709755651508,0.009852216748768461,0.1371977225155201,2026-04
1714,2784,2784,2785,2026-06,0.2065139113468637,,0.2903225806451615,2844,-1,2792,True,34.8112974910112,0.2365591397849462,2804,4,True,True,True,True,False,139793310.95,4,4.0,10.877403608702496,0.3245702730030331,0.09242837524924008,2026-05
