sid,k,pos,entry_pos,month,g_H60,g_H120,g_LD,xpos_H60,xpos_H120,xpos_LD,t_LD,relvol,g_H20,xpos_H20,score,c1,c2,c3,c4,c5,liq,K0,K1,K3,K4,K2,K2_period
2049,2744,2744,2745,2026-04,0.1951102796414163,,0.1464406302442547,2804,-1,2851,True,4.334145666055249,0.3064516129032257,2764,3,False,False,True,True,True,1087624410.6,9,3.0,4.518335266389433,0.15303983228511542,0.06195501593701791,2026-03
2049,2765,2765,2766,2026-05,0.0203403823813885,,-0.1615807710664558,2825,-1,2851,True,2.5493684632036064,-0.1651376146788989,2785,3,True,False,False,True,True,3313108794.65,9,3.0,1.1118244737233685,0.3280141843971631,0.0496170236234168,2026-04
2059,2466,2466,2467,2025-02,0.0806451612903225,0.64247311827957,-0.2688172043010752,2526,2586,2497,True,1.283126349412057,0.0564516129032257,2486,3,True,False,False,True,True,1602029344.0,9,3.0,1.2324444445382143,0.33571428571428585,0.09894465802732566,2025-01
2059,2638,2638,2639,2025-10,-0.1442542787286063,0.0122249388753057,0.0122249388753057,2698,2758,2758,False,1.413053429082646,-0.1185819070904644,2658,3,True,False,False,True,True,2208495351.75,9,3.0,1.377976583735411,0.32096774193548394,0.03581688870805455,2025-09
2059,2759,2759,2760,2026-05,0.6219008264462811,,0.5392561983471074,2819,-1,2817,True,2.323171278083192,0.1053719008264464,2779,3,True,False,False,True,True,3133809639.75,9,3.0,1.797020660913295,0.3858267716535433,0.08068369018724963,2026-03
2059,2783,2783,2784,2026-06,1.0419729312923134,,0.1270801815431164,2843,-1,2817,True,5.549917783417568,0.2246596066565809,2803,3,False,False,True,True,True,2537979163.75,9,3.0,5.547893771592435,0.24793388429752072,0.35331978567027056,2026-04
2059,2808,2808,2809,2026-07,,,-0.131195335276968,-1,-1,2817,True,1.758100268092659,0.4268221574344022,2828,3,True,False,False,True,True,4394108923.0,9,3.0,1.4318538923938278,0.30150375939849616,0.17178210235372915,2026-06
2059,2829,2829,2830,2026-08,,,-0.0986500991597103,-1,-1,2858,False,0.6894847140477357,-0.1183557245222106,2849,4,True,True,False,True,True,5610556559.75,9,4.0,0.5171866960252686,0.5842839036755387,0.17178210235372915,2026-06
2061,2282,2308,2309,2024-06,-0.1517857142857143,-0.304240851050959,-0.1107142857142857,2368,2428,2343,True,6.48634272692052,-0.0928571428571428,2328,3,False,False,True,True,True,18930932.5,1,3.0,5.063046947106277,0.2442396313364057,0.14362669245647974,2024-05
2104,657,657,658,2017-09,-0.0726072607260727,0.0957095709570956,0.0957095709570956,717,777,777,False,12.97431112572321,-0.0561056105610562,677,3,True,False,True,True,False,292951167.4,4,3.0,3.0982881381069385,0.3751399552034773,0.0013761979947939373,2017-08
2104,703,703,704,2017-11,-0.0222222222222223,-0.0095238095238097,-0.0095238095238097,763,823,823,False,7.091599091225743,-0.0867724867724869,723,3,False,False,True,True,True,322704766.25,4,3.0,4.987371084420728,0.10794780545670246,0.07869597263809758,2017-10
2105,1531,1531,1532,2021-04,-0.1334622823984528,-0.3190049831405641,-0.3190049831405641,1591,1651,1651,False,6.464841362636393,-0.1421663442940038,1551,3,False,False,True,True,True,351232475.4,5,3.0,4.35465189333116,0.16231555051078317,0.09628263311660157,2021-03
2106,1532,1532,1533,2021-04,-0.1657810839532412,-0.3271439256902968,-0.1519659936238044,1592,1652,1550,True,11.307759782663831,-0.2306057385759828,1552,3,False,False,True,True,True,195689364.7,6,3.0,4.924449913143389,0.19948519948519938,0.08656829488134199,2021-03
2107,1063,1081,1082,2019-06,0.0784908784891202,0.0589327537496804,0.0589327537496804,1141,1201,1201,False,6.217630962205296,0.0952549854086404,1101,3,False,False,True,True,True,12645844.05,7,3.0,4.168157284843316,0.05747126436781613,0.5152372430339287,2019-05
2108,795,795,796,2018-04,0.1137724550898202,0.2725158104547063,0.2725158104547063,855,915,915,False,4.367437152319794,-0.0039920159680638,815,3,False,False,True,True,True,13612869.25,8,3.0,3.048885891561766,0.10738255033557031,0.06491731511955856,2018-03
2108,2780,2780,2781,2026-06,-0.0527950310559006,,-0.1086956521739132,2840,-1,2858,False,6.973941444870548,-0.0729813664596273,2800,3,False,False,True,True,True,52013880.45,8,3.0,4.313781726316095,0.1529850746268655,0.061873412631823,2026-04
2301,1731,1731,1732,2022-02,-0.0388304199578664,-0.0192454598629641,-0.0192454598629641,1791,1851,1851,False,5.036305269409749,0.0101744186046512,1751,3,False,False,True,True,True,254640070.6,1,3.0,4.861746429314727,0.07836990595611293,0.009380209938287365,2021-12
2301,2760,2760,2761,2026-05,0.1033653846153845,,0.0048076923076922,2820,-1,2765,True,2.8513430269562163,0.1947115384615383,2780,3,True,False,False,True,True,5598785560.05,1,3.0,1.9234583106454655,0.3003194888178915,0.05335735563946842,2026-03
2301,2821,2821,2822,2026-08,,,0.114029238892142,-1,-1,2858,False,3.042795343236281,0.1664313111048385,2841,4,False,True,True,True,True,4225326885.65,1,4.0,3.914254361282567,0.125,0.07502123903667801,2026-06
2302,1374,1374,1375,2020-08,1.023092369477911,1.1034136546184734,1.1034136546184734,1434,1494,1494,False,9.201751171416133,0.3755020080321283,1394,3,False,False,True,True,True,3098513.15,2,3.0,5.9928091639695,0.0802603036876357,0.03320984136031169,2020-07
2302,1396,1396,1397,2020-09,0.5973154362416109,0.4093959731543624,0.4093959731543624,1456,1516,1516,False,8.645646283521867,0.0637583892617448,1416,3,True,False,False,True,True,24699618.35,2,3.0,1.9601577366072944,0.40758293838862536,0.22245922438997479,2020-08
2302,1420,1420,1421,2020-10,0.0279187817258883,0.1218274111675128,0.1218274111675128,1480,1540,1540,False,10.035912585254133,0.015228426395939,1440,4,False,True,True,True,True,31142394.5,2,4.0,5.9310475307221475,0.2593749999999999,0.27959868233028984,2020-09
2302,1457,1457,1458,2020-12,-0.1996161228406909,-0.3454894433781189,-0.4222648752399232,1517,1577,1553,True,6.124286758013139,-0.1669865642994241,1477,5,True,True,True,True,True,51376698.15,2,5.0,4.609413869077144,0.3410256410256407,0.5052303174894477,2020-11
2302,2762,2762,2763,2026-05,0.806022023535055,,0.4354467498380037,2822,-1,2818,True,8.555335709446561,0.3361522198731503,2782,3,False,False,True,True,True,27630839.8,2,3.0,3.7906143916769404,0.19444444444444442,0.15733932541970086,2026-04
2302,2783,2783,2784,2026-06,0.2927894677509874,,0.0287368373839025,2843,-1,2818,True,1.288513421635175,0.4683157827348876,2803,3,True,True,False,True,False,274180779.05,2,3.0,0.11437720437099326,0.4355179704016918,0.15733932541970086,2026-04
2302,2804,2804,2805,2026-07,,,-0.2875264270613107,-1,-1,2818,True,1.5062429479133108,-0.0930232558139534,2824,3,True,True,False,True,False,514220346.45,2,3.0,0.327515264930062,0.4591101906718733,0.013855146124523543,2026-06
2303,1195,1196,1197,2019-11,0.0032786885245901,-0.0098360655737704,-0.0098360655737704,1256,1316,1316,False,5.8260567110683175,0.0852459016393443,1216,3,False,False,True,True,True,742388811.8,3,3.0,3.388365256880613,0.052631578947368585,0.01652814812378356,2019-10
2303,1323,1324,1325,2020-06,0.3366941263032343,1.4947517103816126,1.4947517103816126,1384,1444,1444,False,2.475392559152771,-0.0234604105571848,1344,3,False,False,True,True,True,687579957.05,3,3.0,3.1063250086050487,0.09294871794871806,0.03236190113443893,2020-04
2303,1629,1630,1631,2021-09,-0.0303907380607814,-0.280752532561505,-0.280752532561505,1690,1750,1750,False,4.358091224201877,-0.1157742402315484,1650,3,False,False,True,True,True,13237901694.2,3,3.0,3.2777238194789433,0.12721417069243146,0.05938351395396557,2021-07
2303,2768,2769,2770,2026-05,0.0939629480671355,,0.2747832700617034,2829,-1,2810,True,2.809714640304574,0.2444444444444444,2789,3,True,True,False,True,False,23833909814.1,3,3.0,1.053518673765619,0.41732283464566944,0.060494518066679825,2026-04
2303,2790,2791,2792,2026-06,-0.185720623676919,,-0.1710224399887767,2851,-1,2810,True,0.441975264028595,-0.2092377175779466,2811,4,True,True,False,True,True,43809007296.45,3,4.0,0.2416722225262095,0.4035087719298245,0.012346041256277251,2026-05
2305,2689,2689,2690,2026-01,0.3381294964028778,1.3129496402877696,1.7194244604316542,2749,2809,2803,True,28.795778935847395,-0.0899280575539568,2709,3,False,True,True,True,False,11260424.3,5,3.0,11.553819779242243,0.2710280373831777,0.18381985681780333,2025-12
2305,2772,2772,2773,2026-05,0.2126696832579184,,0.7104072398190042,2832,-1,2803,True,1.39682862523035,0.6787330316742082,2792,3,True,False,False,True,True,66062820.15,5,3.0,0.8349897850977529,0.3111111111111111,0.3374351752503577,2026-04
2204,2177,2183,2184,2023-12,0.0595238095238095,0.0039682539682539,0.0039682539682539,2243,2303,2303,False,5.583038438602194,-0.1507936507936507,2203,3,False,False,True,True,True,633845976.45,4,3.0,3.2992899390361035,0.2742099898063204,0.008441193021947013,2023-11
2204,2229,2235,2236,2024-03,-0.0337078651685393,-0.3691605021910623,-0.2426783612854096,2295,2355,2335,True,3.6890152847958233,0.0037453183520599,2255,3,False,False,True,True,True,414399494.45,4,3.0,3.165254901531408,0.17256637168141586,0.26944353201146676,2024-01
2206,1365,1366,1367,2020-08,0.002183406113537,0.4148471615720523,0.4148471615720523,1426,1486,1486,False,7.259532339154613,0.0283842794759825,1386,3,False,False,True,True,True,27789513.2,6,3.0,5.068686953465598,0.11265915004354898,0.018386003088101566,2020-06
2206,2013,2014,2015,2023-04,0.8441558441558441,0.6976423359157582,0.6976423359157582,2074,2134,2134,False,7.508249220962778,0.2597402597402598,2034,3,False,False,True,True,True,170675182.4,6,3.0,4.4073066126103635,0.08643457382953179,0.17907147488994934,2023-03
2221,1634,1635,1636,2021-09,-0.0818965517241377,-0.2262931034482758,-0.2262931034482758,1695,1755,1755,False,15.484042168319911,-0.2780172413793103,1655,3,True,True,False,True,False,250975510.0,1,3.0,0.9166167248748692,0.3230906745406408,0.018527136451484072,2021-08
2221,2758,2764,2765,2026-05,0.1484357452097309,,0.2621785825947202,2824,-1,2810,True,25.16033669760718,-0.0035587188612099,2784,3,True,True,False,True,False,25968765.0,1,3.0,1.792722911543926,0.30000000000000004,0.006847007033417674,2026-04
2221,2785,2791,2792,2026-06,0.8836765331951366,,0.0114225714138298,2851,-1,2810,True,7.152378371378642,-0.008178641210469,2811,3,False,False,True,True,True,34556882.5,1,3.0,3.8759153115157305,0.18918918918918903,0.035775321863962706,2026-05
2230,2096,2108,2109,2023-08,0.2320675105485232,0.2489451476793249,0.2278481012658226,2168,2228,2203,True,5.40280592574396,-0.2303797468354429,2128,4,True,False,True,True,True,50048175.0,0,4.0,4.746017212415837,0.32287212312223934,0.2264747125362252,2023-07
2230,2221,2233,2234,2024-03,-0.1363636363636363,-0.1417112299465239,-0.1336898395721923,2293,2353,2238,True,6.890223123246322,-0.0294117647058821,2253,3,False,False,True,True,True,182576900.0,0,3.0,6.301257168897051,0.1402439024390243,0.23761121209222225,2024-01
2231,797,797,798,2018-04,-0.1692477876106195,-0.4105389636211426,-0.1371681415929203,857,917,810,True,8.14203490438495,-0.1880530973451327,817,3,False,False,True,True,True,295825384.5,1,3.0,6.396535757735151,0.125,0.09944178675896742,2018-03
2233,1414,1414,1415,2020-10,0.0687960687960687,0.4557739557739555,0.4557739557739555,1474,1534,1534,False,8.914334416761577,-0.0135135135135137,1434,3,False,False,True,True,True,52753136.9,3,3.0,5.912138771789323,0.10704607046070458,0.22427695761029098,2020-09
2239,1205,1466,1467,2020-12,-0.0414746543778801,-0.1520737327188939,-0.0691244239631336,1526,1586,1543,True,6.832392926903157,0.0046082949308756,1486,3,False,False,True,True,True,57331528.35,9,3.0,3.6071016760187242,0.1226611226611225,0.02752974020976562,2020-11
2308,2612,2612,2613,2025-09,-0.0044742729306487,0.7337807606263982,0.7337807606263982,2672,2732,2732,False,2.455415836709141,0.1409395973154361,2632,3,True,False,False,True,True,11063850403.9,8,3.0,1.777214396180634,0.3765432098765431,0.054248473215366966,2025-08
2312,910,910,911,2018-09,-0.0779816513761466,0.0596330275229359,0.0596330275229359,970,1030,1030,False,21.650813687632105,-0.1412844036697247,930,3,False,False,True,True,True,25628373.55,2,3.0,12.565025571043309,0.05853658536585349,0.0714867082584203,2018-08
2313,693,693,694,2017-11,-0.1120584652862362,-0.246041412911084,-0.246041412911084,753,813,813,False,5.165379132026955,0.084043848964677,713,3,False,False,True,True,True,498843302.3,3,3.0,4.822437336350702,0.1690544412607451,0.08766961414727636,2017-09
2313,1186,1186,1187,2019-11,-0.1018711018711018,-0.083160083160083,-0.1226611226611226,1246,1306,1237,True,3.537480411459049,-0.0072765072765073,1206,3,False,False,True,True,True,1398952460.75,3,3.0,3.483998859680336,0.14199029126213558,0.04921696000679576,2019-10
2316,2746,2764,2765,2026-05,0.1145227885038262,,0.107535184814147,2824,-1,2810,True,6.188413655290625,0.0865051903114186,2784,3,False,False,True,True,True,861503840.95,6,3.0,3.6580396792251815,0.20253164556962022,0.06392423867293884,2026-04
2317,1463,1470,1471,2021-01,0.125,0.0555555555555555,0.0555555555555555,1530,1590,1590,False,7.913925011609856,0.0787037037037037,1490,3,False,False,True,True,True,6865591440.65,7,3.0,3.4178430174368786,0.1986301369863015,0.10020731807035732,2020-11
2324,1449,1450,1451,2020-12,0.1222493887530562,0.1866530181258747,0.1866530181258747,1510,1570,1570,False,5.387333401532998,0.0293398533007336,1470,3,False,False,True,True,True,279106681.9,4,3.0,3.3885373204316687,0.0654450261780104,0.1370122837744392,2020-10
2324,1476,1477,1478,2021-01,0.1944664149465729,0.0620155019988681,0.0620155019988681,1537,1597,1597,False,4.703693879038312,-0.0136054421768707,1497,3,False,False,True,True,True,383811644.0,4,3.0,3.33592029584178,0.059523809523809534,0.01460482912600325,2020-12
2327,686,703,704,2017-11,0.0469798657718121,1.963087248322148,1.963087248322148,763,825,825,False,4.765649598020095,0.0369127516778522,723,3,False,False,True,True,True,603248705.55,7,3.0,3.7684518061706433,0.26839826839826864,0.010555950736897524,2017-10
2327,718,735,736,2018-01,0.3591022443890275,2.0866269247478004,2.0866269247478004,795,857,857,False,2.0017935377091622,-0.0349127182044888,755,3,True,False,False,True,True,1341528611.05,7,3.0,1.2224891817375303,0.3097643097643099,0.07688754608294168,2017-11
2327,808,827,828,2018-05,-0.1958800401407282,-0.6283070880408804,-0.0112482668799891,887,947,873,True,0.7161494022190243,-0.05005005005005,847,3,True,True,False,True,False,7555604701.25,7,3.0,0.3998479948931407,0.516431924882629,0.20719642179863063,2018-03
2327,1433,1453,1454,2020-12,0.0749999999999999,0.021153846153846,0.021153846153846,1513,1573,1573,False,4.170546291949612,0.1384615384615386,1473,3,True,False,False,True,True,6508527828.8,7,3.0,1.982427218011744,0.3047858942065491,0.0009696993109913343,2020-11
2327,2280,2308,2309,2024-06,-0.0261762687358149,-0.1503226715625404,-0.0662275846158454,2368,2428,2338,True,3.7958074019710826,0.0336266910177203,2328,3,False,False,True,True,True,1816726771.9,7,3.0,3.419940501290743,0.18965517241379315,0.000820037734629242,2024-05
2327,2603,2638,2639,2025-10,0.1619433198380568,0.4109311740890689,0.4109311740890689,2698,2758,2758,False,6.030775197175718,-0.0445344129554654,2658,3,True,False,False,True,True,12922760305.4,7,3.0,1.624439527151798,0.5,0.015426907871728845,2025-09
2327,2654,2689,2690,2026-01,0.205223880597015,1.626923526193779,2.701744883119989,2749,2809,2796,True,2.8540806013106543,-0.0522388059701491,2709,3,False,False,True,True,True,6786767200.0,7,3.0,3.411019100964595,0.09684210526315784,0.007020481084571095,2025-12
2327,2708,2743,2744,2026-04,1.880876900377104,,2.1848077967131845,2803,-1,2796,True,3.5306914957819977,0.346709470304976,2763,3,False,False,True,True,True,6479500301.4,7,3.0,4.6155612374210735,0.2067594433399602,0.0460522685539031,2026-03
2327,2729,2764,2765,2026-05,0.1772178334874299,,1.147332529602071,2824,-1,2796,True,2.410668164903571,0.7727272727272729,2784,3,True,False,False,True,True,17064382925.95,7,3.0,1.3013437017537932,0.34615384615384626,0.0299997153379159,2026-04
2327,2750,2785,2786,2026-06,-0.3590859630032644,,0.0718171926006527,2845,-1,2796,True,6.061496695921378,-0.1120783460282915,2805,4,True,True,True,True,False,31217041803.6,7,4.0,3.197844143082378,0.8225108225108224,0.0299997153379159,2026-04
2329,917,917,918,2018-10,,,,-1,-1,-1,False,8.655200758604034,-0.4444444444444444,937,3,False,False,True,True,True,71894343.25,9,3.0,4.226975798961763,0.2376237623762376,0.03584409539101441,2018-08
2330,1357,1357,1358,2020-07,-0.0140145399193754,0.3087580241276535,0.3087580241276535,1417,1477,1477,False,3.0865415764911632,-0.0775862068965516,1377,3,True,False,False,True,True,19236083372.4,0,3.0,2.268542774908731,0.36057692307692335,0.064818639819191,2020-06
2331,1640,1640,1641,2021-09,-0.1020408163265306,-0.1999999999999999,-0.1999999999999999,1700,1760,1760,False,22.41313431404298,-0.0877551020408162,1660,3,True,False,True,True,False,259874062.0,1,3.0,6.276564661539789,0.349639644313017,0.04054225955498558,2021-08
2331,2669,2669,2670,2025-12,-0.0656063618290258,-0.1153081510934392,-0.1153081510934392,2729,2789,2789,False,20.28629664776264,0.0417495029821073,2689,3,False,False,True,True,True,58513001.15,1,3.0,14.18542398589651,0.2268292682926829,0.07335464596435659,2025-11
2348,988,1374,1375,2020-08,-0.0093555093555094,-0.0810810810810811,-0.0810810810810811,1434,1494,1494,False,3.700397308471022,-0.0311850311850311,1394,3,False,False,True,True,True,78231464.3,8,3.0,3.098726224404827,0.28284182305630035,0.06836429284051504,2020-07
2351,662,662,663,2017-09,0.2117812061711081,0.1781206171107994,-0.0252454417952313,722,782,760,True,7.669057617222571,0.2720897615708275,682,3,False,False,True,True,True,111382212.7,1,3.0,8.368722064362437,0.1819727891156464,0.0007657757160739465,2017-08
2351,841,841,842,2018-06,-0.1248608337534497,-0.1887697010176265,-0.1887697010176265,901,961,961,False,24.93160262947937,-0.1100000000000001,861,4,True,False,True,True,True,152091049.35,1,4.0,8.935970931940973,0.3602225312934628,0.04466813534943426,2018-05
2351,1567,1567,1568,2021-06,0.3153153153153154,0.4434873405016895,0.4434873405016895,1627,1687,1687,False,9.108152086340205,0.2792792792792793,1587,3,False,False,True,True,True,548062984.85,1,3.0,5.234798125958497,0.21853546910755162,0.045041556468307764,2021-04
2351,1667,1667,1668,2021-10,-0.1497175141242938,-0.234463276836158,-0.234463276836158,1727,1787,1787,False,4.680276330308611,-0.1073446327683614,1687,3,True,False,False,True,True,1004400885.4,1,3.0,2.797324145011153,0.31225296442687744,0.016987177838696965,2021-09
2351,2748,2748,2749,2026-04,0.3391608391608391,,0.1678321678321679,2808,-1,2810,True,3.666227572919683,0.2132867132867133,2768,3,True,False,False,True,True,816461685.15,1,3.0,0.9483632521687109,0.5021231422505306,0.05674924468884379,2026-03
2351,2772,2772,2773,2026-05,-0.0981876633686592,,-0.1912832929782082,2832,-1,2810,True,2.2652041932104,-0.0411622276029055,2792,3,True,False,False,True,True,1592809847.15,1,3.0,1.1326476761981636,0.33673469387755106,0.11122676945447396,2026-04
2353,1351,1351,1352,2020-07,0.2562814070351757,0.2060301507537689,0.2060301507537689,1411,1471,1471,False,13.893546077673005,0.1582914572864322,1371,3,False,False,True,True,True,180392783.6,3,3.0,13.381463503288389,0.13446171344168412,0.048734267522771546,2020-06
2353,2777,2777,2778,2026-06,-0.2365302422451982,,-0.1045828437132783,2837,-1,2781,True,1.6891163762990795,-0.1951958923030592,2797,4,True,True,False,True,True,1296195332.25,3,4.0,0.817940487534108,0.3796791443850269,0.04735467429042006,2026-04
2337,2627,2636,2637,2025-10,0.9315789473684212,3.052631578947368,-0.1289473684210526,2696,2756,2639,True,13.637320590486356,-0.0921052631578946,2656,5,True,True,True,True,True,2054810894.05,7,5.0,3.4566539940814462,0.3885714285714288,0.054032602124457485,2025-09
2337,2716,2725,2726,2026-03,0.0727969348659003,-0.0459770114942529,-0.0957854406130268,2785,2845,2734,True,0.3082071300499433,0.0881226053639847,2745,4,True,True,False,True,True,19963789534.25,7,4.0,0.16445197282647767,0.3266443701226309,0.0042916733648104,2026-02
2337,2746,2755,2756,2026-04,-0.2724637681159421,,-0.1623188405797101,2815,-1,2769,True,3.1233040333022166,-0.072463768115942,2775,5,True,True,True,True,True,18509516720.55,7,5.0,3.196633056243397,0.3046875,0.0042916733648104,2026-02
2338,818,818,819,2018-05,0.4786324786324787,-0.0854700854700853,-0.1068376068376069,878,938,924,True,28.293252791525564,0.3397435897435898,838,4,True,False,True,True,True,58080283.35,8,4.0,11.132164457665304,0.34285714285714297,0.02716866639084259,2018-04
2338,839,839,840,2018-06,-0.0082372322899506,-0.3064250411861614,-0.3113673805601319,899,959,924,True,46.28007356364757,-0.0115321252059308,859,3,True,True,False,True,False,614015695.65,8,3.0,2.0800054136205697,0.30701754385964897,0.027002906425728224,2018-05
2338,1143,1143,1144,2019-09,-0.035769828926905,-0.0559875583203731,-0.0171073094867806,1203,1263,1237,True,7.402695882536154,0.0482115085536549,1163,3,True,False,False,True,True,248168015.1,8,3.0,1.2149669403549177,0.4252805601198195,0.2126154219171994,2019-07
2338,1444,1444,1445,2020-11,0.2332439678284183,1.193029490616622,1.193029490616622,1504,1564,1564,False,7.0341721548871465,0.1447721179624668,1464,3,True,False,False,True,True,518608833.85,8,3.0,1.262703894067114,0.3369565217391304,0.036907087637109814,2020-10
2338,1572,1572,1573,2021-06,-0.0528870424192771,0.2346293911320138,0.2346293911320138,1632,1692,1692,False,1.768954925752155,-0.0355951056729699,1592,3,True,False,False,True,True,1785536252.25,8,3.0,1.5622196830139996,0.4563106796116505,0.02592469898972216,2021-05
2338,1598,1598,1599,2021-07,-0.2348039185036136,-0.0390329729779148,-0.0390329729779148,1658,1718,1718,False,4.498286339807844,-0.2427540076620176,1618,3,False,False,True,True,True,1890813854.0,8,3.0,3.3719282966497666,0.17437722419928825,0.05549237424097808,2021-06
2338,1678,1678,1679,2021-11,-0.0096153846153844,-0.1971153846153845,-0.1971153846153845,1738,1798,1798,False,7.996727109534143,-0.0394230769230768,1698,3,True,False,True,True,False,1333332406.7,8,3.0,4.803941377869159,0.35064935064935043,0.002392864130912775,2021-10
2342,530,530,531,2017-03,-0.1658536585365854,-0.1853658536585366,0.0097560975609756,590,650,539,True,7.751034568621585,0.0,550,3,False,False,True,True,True,2352984.2,2,3.0,3.5454517714143594,0.08974358974358987,0.04557418424373538,2017-02
2342,820,828,829,2018-05,-0.2172330097087378,-0.4155291214135428,-0.2621359223300971,888,948,883,True,9.854476300889678,0.1371359223300972,848,3,False,False,True,True,True,85505050.15,2,3.0,3.3839186281092424,0.23817034700315465,0.006565351159900867,2018-04
2344,639,639,640,2017-08,0.4688615235202085,0.077522504480153,0.077522504480153,699,759,759,False,5.143239549482026,0.2559366754617416,659,3,False,False,True,True,True,749595921.5,4,3.0,4.647742935991948,0.08792029840623061,0.005973502580896239,2017-07
2344,661,661,662,2017-09,-0.0949493247082351,-0.2242422783213443,-0.2242422783213443,721,781,781,False,5.207551162229259,0.0,681,3,True,False,False,True,True,2360990640.35,4,3.0,2.1235535225403335,0.3432835820895521,0.0588874816999454,2017-08
2344,1418,1418,1419,2020-10,0.4714285714285713,1.137142857142857,1.137142857142857,1478,1538,1538,False,14.476063353130632,0.0028571428571428,1438,3,True,False,True,True,False,1057103625.0,4,3.0,6.04185665714655,0.30827067669172914,0.6149765088262535,2020-09
2344,1527,1527,1528,2021-04,0.0057971014492754,-0.2274696008345254,-0.217391304347826,1587,1647,1553,True,4.808357424532561,-0.0492753623188405,1547,3,False,False,True,True,True,2432296439.65,4,3.0,6.238322850640448,0.2774674115456237,0.06557125350254789,2021-03
2344,2625,2625,2626,2025-10,1.6394052044609664,1.2471437671642445,0.3135068153655513,2685,2745,2655,True,17.651392658870456,0.5836431226765799,2645,3,True,False,False,True,True,13284825560.35,4,3.0,1.7740724081723716,0.769857433808554,0.045875753783077844,2025-09
2344,2646,2646,2647,2025-11,0.624405705229794,1.0630429482568244,-0.1600633914421553,2706,2766,2655,True,0.6078953830343787,0.1299524564183836,2666,4,True,True,False,True,True,8187633401.7,4,4.0,0.34671334300465717,0.5,0.045875753783077844,2025-09
2344,2677,2677,2678,2025-12,0.1998389005305436,1.6741844453285482,0.5833333333333333,2737,2797,2704,True,2.124187837689502,0.3205128205128202,2697,3,True,False,False,True,True,21522067414.8,4,3.0,1.1302172693815087,0.4347014925373136,0.04916145544839989,2025-11
2344,2700,2700,2701,2026-01,-0.1383694868063609,0.0808172226902665,-0.0714285714285712,2760,2820,2704,True,2.077558308041892,-0.2406015037593984,2720,4,True,True,False,True,True,16863703994.55,4,4.0,1.3594460179334849,0.5173237753882916,0.04916145544839989,2025-11
2344,2765,2765,2766,2026-05,0.3547169811320754,,-0.1132075471698113,2825,-1,2769,True,2.888371665680015,0.181132075471698,2785,5,True,True,True,True,True,18047069485.45,4,5.0,3.0327350615082573,0.48558758314855877,0.32711485284971475,2026-04
2344,2786,2786,2787,2026-06,0.0473537604456824,,-0.1364902506963788,2846,-1,2810,True,1.6849002168185063,-0.0835654596100278,2806,3,True,True,False,True,False,38722392942.35,4,3.0,0.9405205285536203,0.3281853281853282,0.03930481347332315,2026-05
2345,2417,2417,2418,2024-12,-0.0779944289693592,0.020891364902507,-0.3342618384401113,2477,2537,2497,True,4.227146982617438,0.0598885793871866,2437,3,False,False,True,True,True,2953431601.1,5,3.0,3.0650952551697475,0.29889298892988925,0.08314982429413842,2024-10
2345,2765,2765,2766,2026-05,-0.1734328802056494,,-0.2291666666666666,2825,-1,2810,True,2.3698885930631133,-0.1382575757575757,2785,3,True,False,False,True,True,12425059679.65,5,3.0,1.6439952022488313,0.35786802030456855,0.050195410581393096,2026-04
2347,1702,1702,1703,2021-12,0.1297134238310711,-0.1245884651566784,-0.1245884651566784,1762,1822,1822,False,9.738135462286673,0.0271493212669682,1722,3,False,False,True,True,True,492627543.5,7,3.0,4.341754204005444,0.16901408450704247,0.07609101559590892,2021-11
2347,2778,2778,2779,2026-06,-0.0105911461912484,,0.0771789940659795,2838,-1,2858,False,4.5621277529303335,0.0162866449511398,2798,3,False,False,True,True,True,378862769.85,7,3.0,4.910182725889185,0.113138686131387,0.0227853194446046,2026-04
2357,2828,2828,2829,2026-08,,,-0.015495867768595,-1,-1,2858,False,1.036833903904824,0.021694214876033,2848,3,True,False,False,True,True,3447377116.6,7,3.0,1.0220228048258548,0.31048951048951046,0.23975810351415405,2026-06
2359,2830,2830,2831,2026-08,,,-0.2837078651685393,-1,-1,2858,False,3.7844128931657246,-0.2893258426966292,2850,4,True,True,False,True,True,1244994414.4,9,4.0,2.1455412852493194,0.3011152416356877,0.10372131506119775,2026-06
2360,1717,1717,1718,2022-01,-0.2671081677704194,-0.3156732891832229,-0.3156732891832229,1777,1837,1837,False,6.908959927239911,-0.1103752759381897,1737,3,False,False,True,True,True,142192538.85,0,3.0,4.803737485273827,0.23901098901098905,0.09814232317190963,2021-12
2360,2692,2692,2693,2026-01,0.935483870967742,1.1602553746267257,0.3256048387096772,2752,2812,2721,True,0.5761827440679712,0.2348790322580645,2712,3,True,False,False,True,True,2853369388.35,0,3.0,0.6357468971267622,0.3364864864864865,0.36546472411762077,2025-12
2360,2713,2713,2714,2026-02,0.811594202898551,0.5638407262361749,-0.0471014492753623,2773,2833,2721,True,1.9511808925239864,0.1884057971014492,2733,3,True,False,False,True,True,2841284009.25,0,3.0,1.7310335460967434,0.3210526315789475,0.04925662459274571,2026-01
2360,2740,2740,2741,2026-04,0.2941402022706341,,0.0541671846310463,2800,-1,2803,True,1.209439069378775,0.3172804532577904,2760,4,True,True,False,True,True,5936513546.05,0,4.0,0.7073549133555085,0.3911290322580647,0.04925662459274571,2026-01
