r,eq_sha,buys,days_sig,days_over,days_over_frac,days_full,days_act,days_act_frac,elim_by_lottery,elim_by_full,K0_tie_frac,K0_cut_tie_frac,K0_direct_diff,K0_direct_frac,K0_path_diff,K0_path_frac,K0_buys,K0_first_div_idx,K0_first_div_frac,K0_first_div_t,K0_mean_key_lottery,K0_mean_key_ranked,K1_tie_frac,K1_cut_tie_frac,K1_direct_diff,K1_direct_frac,K1_path_diff,K1_path_frac,K1_buys,K1_first_div_idx,K1_first_div_frac,K1_first_div_t,K1_mean_key_lottery,K1_mean_key_ranked,K2_tie_frac,K2_cut_tie_frac,K2_direct_diff,K2_direct_frac,K2_path_diff,K2_path_frac,K2_buys,K2_first_div_idx,K2_first_div_frac,K2_first_div_t,K2_mean_key_lottery,K2_mean_key_ranked,K3_tie_frac,K3_cut_tie_frac,K3_direct_diff,K3_direct_frac,K3_path_diff,K3_path_frac,K3_buys,K3_first_div_idx,K3_first_div_frac,K3_first_div_t,K3_mean_key_lottery,K3_mean_key_ranked,K4_tie_frac,K4_cut_tie_frac,K4_direct_diff,K4_direct_frac,K4_path_diff,K4_path_frac,K4_buys,K4_first_div_idx,K4_first_div_frac,K4_first_div_t,K4_mean_key_lottery,K4_mean_key_ranked
57,07179545ee761687,163,977,816,0.8352098259979529,773,43,0.044012282497441144,87,1600,0.20454545454545456,0.10344827586206896,19,0.1165644171779141,21,0.12883435582822086,163,8,0.049079754601226995,549,4.754601226993865,5.288343558282208,0.875,0.8275862068965517,7,0.04294478527607362,7,0.04294478527607362,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,16,0.09815950920245399,663,0.1320640901022045,0.14555950120960787,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,8,0.049079754601226995,549,4.824158108180819,5.241497152845027,0.0,0.0,19,0.1165644171779141,21,0.12883435582822086,163,8,0.049079754601226995,549,0.24593935120161592,0.2731897201444821
58,653f1cc7a1748cfb,163,977,815,0.834186284544524,771,44,0.04503582395087001,90,1601,0.24175824175824176,0.13333333333333333,13,0.07975460122699386,13,0.07975460122699386,163,8,0.049079754601226995,549,4.914110429447852,5.288343558282208,0.8571428571428571,0.8,3,0.018404907975460124,3,0.018404907975460124,163,77,0.4723926380368098,1537,3.1533742331288344,3.1717791411042944,0.0,0.0,13,0.07975460122699386,13,0.07975460122699386,163,15,0.09202453987730061,657,0.13462193327943844,0.14555950120960787,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,8,0.049079754601226995,549,4.975816102124457,5.241497152845027,0.0,0.0,15,0.09202453987730061,14,0.08588957055214724,163,8,0.049079754601226995,549,0.25644682676757996,0.2731897201444821
59,e501b15c079b5aff,163,977,819,0.8382804503582395,775,44,0.04503582395087001,91,1605,0.2608695652173913,0.16666666666666666,14,0.08588957055214724,16,0.09815950920245399,163,25,0.15337423312883436,779,4.9079754601226995,5.306748466257669,0.8695652173913043,0.8,5,0.03067484662576687,5,0.03067484662576687,163,29,0.17791411042944785,797,3.1349693251533743,3.1717791411042944,0.0,0.0,22,0.13496932515337423,22,0.13496932515337423,163,8,0.049079754601226995,549,0.12417972361963141,0.14555950120960787,0.0,0.0,15,0.09202453987730061,16,0.09815950920245399,163,53,0.32515337423312884,1168,4.596425327299025,5.241497152845027,0.0,0.0,22,0.13496932515337423,21,0.12883435582822086,163,15,0.09202453987730061,657,0.24423751262470839,0.2731897201444821
60,0cc9e08c8f5b1638,163,977,817,0.8362333674513818,774,43,0.044012282497441144,88,1603,0.2247191011235955,0.10344827586206896,20,0.12269938650306748,21,0.12883435582822086,163,8,0.049079754601226995,549,4.785276073619632,5.306748466257669,0.8764044943820225,0.8275862068965517,7,0.04294478527607362,11,0.06748466257668712,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,19,0.1165644171779141,22,0.13496932515337423,163,15,0.09202453987730061,657,0.1303017646413455,0.14555950120960787,0.0,0.0,16,0.09815950920245399,18,0.11042944785276074,163,8,0.049079754601226995,549,5.010932565035045,5.241497152845027,0.0,0.0,22,0.13496932515337423,24,0.147239263803681,163,8,0.049079754601226995,549,0.24218116955312247,0.2731897201444821
61,fb112ce41c0c833e,163,977,814,0.8331627430910952,772,42,0.042988741044012284,88,1602,0.20689655172413793,0.07142857142857142,16,0.09815950920245399,17,0.10429447852760736,163,8,0.049079754601226995,549,4.822085889570552,5.288343558282208,0.8735632183908046,0.8214285714285714,6,0.03680981595092025,6,0.03680981595092025,163,74,0.4539877300613497,1447,3.1349693251533743,3.1717791411042944,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,15,0.09202453987730061,657,0.1333387212515509,0.14555950120960787,0.0,0.0,14,0.08588957055214724,14,0.08588957055214724,163,8,0.049079754601226995,549,4.994195696026371,5.241497152845027,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,0.24923467924436823,0.2731897201444821
62,c4734751f2c9493a,163,977,817,0.8362333674513818,774,43,0.044012282497441144,88,1600,0.2247191011235955,0.10344827586206896,13,0.07975460122699386,15,0.09202453987730061,163,9,0.05521472392638037,549,5.030674846625767,5.306748466257669,0.8764044943820225,0.8275862068965517,6,0.03680981595092025,8,0.049079754601226995,163,74,0.4539877300613497,1447,3.1349693251533743,3.1717791411042944,0.0,0.0,18,0.11042944785276074,21,0.12883435582822086,163,8,0.049079754601226995,549,0.12746472519370036,0.14555950120960787,0.0,0.0,18,0.11042944785276074,20,0.12269938650306748,163,9,0.05521472392638037,549,4.451850406492691,5.241497152845027,0.0,0.0,14,0.08588957055214724,18,0.11042944785276074,163,9,0.05521472392638037,549,0.25090880193959636,0.2731897201444821
63,ccb6bf6b4028866a,163,977,817,0.8362333674513818,773,44,0.04503582395087001,91,1605,0.2608695652173913,0.16666666666666666,16,0.09815950920245399,17,0.10429447852760736,163,9,0.05521472392638037,549,4.889570552147239,5.288343558282208,0.8695652173913043,0.8,5,0.03067484662576687,5,0.03067484662576687,163,77,0.4723926380368098,1537,3.1411042944785277,3.1717791411042944,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,8,0.049079754601226995,549,0.12868647925715965,0.14555950120960787,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,9,0.05521472392638037,549,4.471962883548164,5.241497152845027,0.0,0.0,17,0.10429447852760736,16,0.09815950920245399,163,9,0.05521472392638037,549,0.25350837733831916,0.2731897201444821
64,4ef2a46b2d0b0e14,163,977,815,0.834186284544524,772,43,0.044012282497441144,88,1599,0.2247191011235955,0.13793103448275862,21,0.12883435582822086,25,0.15337423312883436,163,9,0.05521472392638037,549,4.766871165644171,5.306748466257669,0.8876404494382022,0.8275862068965517,6,0.03680981595092025,9,0.05521472392638037,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,8,0.049079754601226995,549,0.12481185918673632,0.14555950120960787,0.0,0.0,21,0.12883435582822086,21,0.12883435582822086,163,9,0.05521472392638037,549,4.358973242451727,5.241497152845027,0.0,0.0,19,0.1165644171779141,21,0.12883435582822086,163,9,0.05521472392638037,549,0.2484362229990634,0.2731897201444821
65,4cb38cd41ef4e7cf,163,977,817,0.8362333674513818,773,44,0.04503582395087001,90,1601,0.2608695652173913,0.16666666666666666,19,0.1165644171779141,22,0.13496932515337423,163,8,0.049079754601226995,549,4.815950920245399,5.306748466257669,0.8695652173913043,0.8,5,0.03067484662576687,5,0.03067484662576687,163,29,0.17791411042944785,797,3.1349693251533743,3.1717791411042944,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,16,0.09815950920245399,663,0.13269292504578684,0.14555950120960787,0.0,0.0,21,0.12883435582822086,22,0.13496932515337423,163,8,0.049079754601226995,549,4.404313490836896,5.241497152845027,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,8,0.049079754601226995,549,0.249706998978199,0.2731897201444821
66,8ba9dbc577c638de,163,977,815,0.834186284544524,773,42,0.042988741044012284,88,1602,0.20689655172413793,0.07142857142857142,20,0.12269938650306748,21,0.12883435582822086,163,15,0.09202453987730061,657,4.791411042944786,5.288343558282208,0.8735632183908046,0.8214285714285714,6,0.03680981595092025,6,0.03680981595092025,163,74,0.4539877300613497,1447,3.1349693251533743,3.1717791411042944,0.0,0.0,14,0.08588957055214724,15,0.09202453987730061,163,8,0.049079754601226995,549,0.1334709758313443,0.14555950120960787,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,15,0.09202453987730061,657,4.889285220746411,5.241497152845027,0.0,0.0,14,0.08588957055214724,15,0.09202453987730061,163,20,0.12269938650306748,765,0.2559924464474064,0.2731897201444821
67,33ce15711fe53a01,163,977,815,0.834186284544524,771,44,0.04503582395087001,90,1594,0.24175824175824176,0.13333333333333333,17,0.10429447852760736,18,0.11042944785276074,163,9,0.05521472392638037,549,4.748466257668712,5.288343558282208,0.8571428571428571,0.8,6,0.03680981595092025,6,0.03680981595092025,163,74,0.4539877300613497,1447,3.1349693251533743,3.1717791411042944,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,0.1320180386845289,0.14555950120960787,0.0,0.0,22,0.13496932515337423,22,0.13496932515337423,163,9,0.05521472392638037,549,4.363016475167073,5.241497152845027,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,9,0.05521472392638037,549,0.2509182691357228,0.2731897201444821
68,0c69707a7437ef69,163,977,814,0.8331627430910952,772,42,0.042988741044012284,88,1602,0.22727272727272727,0.10714285714285714,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,4.766871165644171,5.288343558282208,0.8863636363636364,0.8214285714285714,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,8,0.049079754601226995,549,0.13355861303691116,0.14555950120960787,0.0,0.0,14,0.08588957055214724,14,0.08588957055214724,163,15,0.09202453987730061,657,4.944458132198056,5.241497152845027,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,29,0.17791411042944785,797,0.24400475334476432,0.2731897201444821
69,5613f80223bc7a1f,163,977,815,0.834186284544524,772,43,0.044012282497441144,90,1600,0.24444444444444444,0.13793103448275862,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,4.865030674846626,5.288343558282208,0.8888888888888888,0.8275862068965517,6,0.03680981595092025,7,0.04294478527607362,163,77,0.4723926380368098,1537,3.128834355828221,3.1717791411042944,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,8,0.049079754601226995,549,0.12911306711939544,0.14555950120960787,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,15,0.09202453987730061,657,4.459096857655201,5.241497152845027,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,16,0.09815950920245399,663,0.25023029934392826,0.2731897201444821
70,05e4090f5f70f5e4,163,977,814,0.8331627430910952,771,43,0.044012282497441144,90,1598,0.24444444444444444,0.13793103448275862,18,0.11042944785276074,20,0.12269938650306748,163,16,0.09815950920245399,663,4.877300613496932,5.288343558282208,0.8888888888888888,0.8275862068965517,7,0.04294478527607362,8,0.049079754601226995,163,29,0.17791411042944785,797,3.1165644171779143,3.1717791411042944,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,8,0.049079754601226995,549,0.1326181292886833,0.14555950120960787,0.0,0.0,15,0.09202453987730061,15,0.09202453987730061,163,16,0.09815950920245399,663,4.872882837589467,5.241497152845027,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,15,0.09202453987730061,657,0.24826681621582433,0.2731897201444821
71,42701acab0928e3c,163,977,817,0.8362333674513818,774,43,0.044012282497441144,88,1604,0.2247191011235955,0.10344827586206896,16,0.09815950920245399,17,0.10429447852760736,163,20,0.12269938650306748,765,4.852760736196319,5.288343558282208,0.8764044943820225,0.8275862068965517,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,0.13188093280895336,0.14555950120960787,0.0,0.0,15,0.09202453987730061,15,0.09202453987730061,163,20,0.12269938650306748,765,4.9864811423804865,5.241497152845027,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,15,0.09202453987730061,657,0.24958539104906297,0.2731897201444821
72,5a059a4f173dbd47,163,977,812,0.8311156601842374,769,43,0.044012282497441144,90,1592,0.24444444444444444,0.13793103448275862,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,4.828220858895706,5.288343558282208,0.8666666666666667,0.7931034482758621,4,0.024539877300613498,4,0.024539877300613498,163,74,0.4539877300613497,1447,3.147239263803681,3.1717791411042944,0.0,0.0,13,0.07975460122699386,13,0.07975460122699386,163,8,0.049079754601226995,549,0.13233177459356477,0.14555950120960787,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,4.871327767426309,5.241497152845027,0.0,0.0,12,0.0736196319018405,12,0.0736196319018405,163,20,0.12269938650306748,765,0.25578917046211413,0.2731897201444821
73,1bb470602b228926,163,977,817,0.8362333674513818,773,44,0.04503582395087001,90,1600,0.24175824175824176,0.13333333333333333,20,0.12269938650306748,22,0.13496932515337423,163,9,0.05521472392638037,549,4.705521472392638,5.288343558282208,0.8571428571428571,0.8,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,8,0.049079754601226995,549,0.12961620667049958,0.14555950120960787,0.0,0.0,23,0.1411042944785276,24,0.147239263803681,163,9,0.05521472392638037,549,4.388790622170741,5.241497152845027,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,9,0.05521472392638037,549,0.25071444502472456,0.2731897201444821
74,58ad5e3506ac7891,163,977,819,0.8382804503582395,776,43,0.044012282497441144,89,1604,0.2247191011235955,0.10344827586206896,14,0.08588957055214724,15,0.09202453987730061,163,8,0.049079754601226995,549,5.006134969325154,5.306748466257669,0.8764044943820225,0.8275862068965517,6,0.03680981595092025,8,0.049079754601226995,163,75,0.4601226993865031,1447,3.1349693251533743,3.1717791411042944,0.0,0.0,18,0.11042944785276074,21,0.12883435582822086,163,15,0.09202453987730061,657,0.12910156490556304,0.14555950120960787,0.0,0.0,14,0.08588957055214724,16,0.09815950920245399,163,8,0.049079754601226995,549,4.613843558059311,5.241497152845027,0.0,0.0,21,0.12883435582822086,23,0.1411042944785276,163,8,0.049079754601226995,549,0.2418466151250107,0.2731897201444821
75,429e6b76ed47bde0,163,977,815,0.834186284544524,771,44,0.04503582395087001,90,1601,0.2608695652173913,0.16666666666666666,17,0.10429447852760736,18,0.11042944785276074,163,15,0.09202453987730061,657,4.7975460122699385,5.288343558282208,0.8695652173913043,0.8,3,0.018404907975460124,3,0.018404907975460124,163,77,0.4723926380368098,1537,3.1533742331288344,3.1717791411042944,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,0.12932962880775867,0.14555950120960787,0.0,0.0,14,0.08588957055214724,15,0.09202453987730061,163,15,0.09202453987730061,657,4.591711976577982,5.241497152845027,0.0,0.0,20,0.12269938650306748,19,0.1165644171779141,163,16,0.09815950920245399,663,0.25085818651015374,0.2731897201444821
76,5241dadfa1fc2c17,163,977,815,0.834186284544524,772,43,0.044012282497441144,90,1602,0.24444444444444444,0.13793103448275862,16,0.09815950920245399,18,0.11042944785276074,163,8,0.049079754601226995,549,4.895705521472393,5.306748466257669,0.8888888888888888,0.8275862068965517,6,0.03680981595092025,6,0.03680981595092025,163,74,0.4539877300613497,1447,3.1349693251533743,3.1717791411042944,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,15,0.09202453987730061,657,0.1273722078512852,0.14555950120960787,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,8,0.049079754601226995,549,4.477812557690506,5.241497152845027,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,8,0.049079754601226995,549,0.24613169009789812,0.2731897201444821
77,adf3bf3981acb9f5,163,977,814,0.8331627430910952,770,44,0.04503582395087001,88,1598,0.24175824175824176,0.16666666666666666,19,0.1165644171779141,21,0.12883435582822086,163,9,0.05521472392638037,549,4.662576687116564,5.288343558282208,0.8681318681318682,0.8,5,0.03067484662576687,8,0.049079754601226995,163,86,0.5276073619631901,1568,3.1411042944785277,3.1717791411042944,0.0,0.0,22,0.13496932515337423,22,0.13496932515337423,163,8,0.049079754601226995,549,0.12583942369018394,0.14555950120960787,0.0,0.0,22,0.13496932515337423,22,0.13496932515337423,163,9,0.05521472392638037,549,4.384912457794478,5.241497152845027,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,9,0.05521472392638037,549,0.24134119223209788,0.2731897201444821
78,741bfca4f216f9cd,163,977,816,0.8352098259979529,774,42,0.042988741044012284,87,1605,0.20689655172413793,0.07142857142857142,12,0.0736196319018405,12,0.0736196319018405,163,8,0.049079754601226995,549,4.889570552147239,5.306748466257669,0.8735632183908046,0.8214285714285714,4,0.024539877300613498,8,0.049079754601226995,163,77,0.4723926380368098,1537,3.1411042944785277,3.1717791411042944,0.0,0.0,14,0.08588957055214724,16,0.09815950920245399,163,15,0.09202453987730061,657,0.13231165264537506,0.14555950120960787,0.0,0.0,16,0.09815950920245399,18,0.11042944785276074,163,8,0.049079754601226995,549,4.453116868725971,5.241497152845027,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,8,0.049079754601226995,549,0.25107111645958846,0.2731897201444821
79,27acaa1e119b5be7,163,977,816,0.8352098259979529,773,43,0.044012282497441144,86,1602,0.20454545454545456,0.10344827586206896,19,0.1165644171779141,20,0.12269938650306748,163,15,0.09202453987730061,657,4.711656441717792,5.306748466257669,0.875,0.8275862068965517,5,0.03067484662576687,7,0.04294478527607362,163,29,0.17791411042944785,797,3.1349693251533743,3.1717791411042944,0.0,0.0,20,0.12269938650306748,23,0.1411042944785276,163,8,0.049079754601226995,549,0.13026283813793768,0.14555950120960787,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,15,0.09202453987730061,657,4.564208543717157,5.241497152845027,0.0,0.0,19,0.1165644171779141,21,0.12883435582822086,163,20,0.12269938650306748,765,0.24317805237819995,0.2731897201444821
80,58d40440bd0ab374,163,977,817,0.8362333674513818,773,44,0.04503582395087001,88,1598,0.2222222222222222,0.13333333333333333,18,0.11042944785276074,20,0.12269938650306748,163,8,0.049079754601226995,549,4.662576687116564,5.288343558282208,0.8555555555555555,0.8,5,0.03067484662576687,5,0.03067484662576687,163,74,0.4539877300613497,1447,3.1411042944785277,3.1717791411042944,0.0,0.0,17,0.10429447852760736,17,0.10429447852760736,163,15,0.09202453987730061,657,0.13024403862873485,0.14555950120960787,0.0,0.0,22,0.13496932515337423,23,0.1411042944785276,163,8,0.049079754601226995,549,4.358369695881475,5.241497152845027,0.0,0.0,14,0.08588957055214724,15,0.09202453987730061,163,8,0.049079754601226995,549,0.25182459702066706,0.2731897201444821
81,a7595bf95636b683,163,977,818,0.8372569089048106,775,43,0.044012282497441144,89,1605,0.2247191011235955,0.10344827586206896,13,0.07975460122699386,13,0.07975460122699386,163,8,0.049079754601226995,549,4.92638036809816,5.306748466257669,0.8764044943820225,0.8275862068965517,8,0.049079754601226995,11,0.06748466257668712,163,29,0.17791411042944785,797,3.104294478527607,3.1717791411042944,0.0,0.0,16,0.09815950920245399,18,0.11042944785276074,163,15,0.09202453987730061,657,0.13250325369226926,0.14555950120960787,0.0,0.0,19,0.1165644171779141,21,0.12883435582822086,163,8,0.049079754601226995,549,4.427112034970855,5.241497152845027,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,0.24591050090323466,0.2731897201444821
82,e31db682892370e1,163,977,817,0.8362333674513818,773,44,0.04503582395087001,89,1603,0.24175824175824176,0.16666666666666666,17,0.10429447852760736,19,0.1165644171779141,163,20,0.12269938650306748,765,4.785276073619632,5.288343558282208,0.8681318681318682,0.8,5,0.03067484662576687,9,0.05521472392638037,163,77,0.4723926380368098,1537,3.1411042944785277,3.1717791411042944,0.0,0.0,18,0.11042944785276074,18,0.11042944785276074,163,8,0.049079754601226995,549,0.12903314889872072,0.14555950120960787,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,20,0.12269938650306748,765,4.896624853135988,5.241497152845027,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,15,0.09202453987730061,657,0.2540154569483011,0.2731897201444821
83,066e6fa44771da3f,163,977,817,0.8362333674513818,774,43,0.044012282497441144,87,1605,0.20454545454545456,0.10344827586206896,18,0.11042944785276074,20,0.12269938650306748,163,9,0.05521472392638037,549,4.779141104294479,5.306748466257669,0.875,0.8275862068965517,7,0.04294478527607362,15,0.09202453987730061,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,18,0.11042944785276074,21,0.12883435582822086,163,8,0.049079754601226995,549,0.13189710099260812,0.14555950120960787,0.0,0.0,16,0.09815950920245399,18,0.11042944785276074,163,9,0.05521472392638037,549,4.405305768479354,5.241497152845027,0.0,0.0,19,0.1165644171779141,23,0.1411042944785276,163,9,0.05521472392638037,549,0.2500733173528848,0.2731897201444821
84,3d4b2cca6f742f6f,163,977,814,0.8331627430910952,772,42,0.042988741044012284,88,1603,0.22727272727272727,0.10714285714285714,21,0.12883435582822086,23,0.1411042944785276,163,9,0.05521472392638037,549,4.754601226993865,5.306748466257669,0.8863636363636364,0.8214285714285714,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.128834355828221,3.1717791411042944,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,8,0.049079754601226995,549,0.1316553347806651,0.14555950120960787,0.0,0.0,15,0.09202453987730061,15,0.09202453987730061,163,9,0.05521472392638037,549,4.86977461866067,5.241497152845027,0.0,0.0,21,0.12883435582822086,22,0.13496932515337423,163,9,0.05521472392638037,549,0.2465090467571631,0.2731897201444821
85,2b13c95e717c9c64,163,977,817,0.8362333674513818,773,44,0.04503582395087001,90,1600,0.24175824175824176,0.13333333333333333,15,0.09202453987730061,16,0.09815950920245399,163,20,0.12269938650306748,765,4.871165644171779,5.288343558282208,0.8571428571428571,0.8,6,0.03680981595092025,6,0.03680981595092025,163,75,0.4601226993865031,1447,3.1349693251533743,3.1717791411042944,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,8,0.049079754601226995,549,0.12840393213423096,0.14555950120960787,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,20,0.12269938650306748,765,4.984259548346903,5.241497152845027,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,15,0.09202453987730061,657,0.25030300760856705,0.2731897201444821
86,139d36f0b5f22cfd,163,977,814,0.8331627430910952,771,43,0.044012282497441144,90,1596,0.24444444444444444,0.13793103448275862,22,0.13496932515337423,23,0.1411042944785276,163,15,0.09202453987730061,657,4.7607361963190185,5.288343558282208,0.8888888888888888,0.8275862068965517,5,0.03067484662576687,5,0.03067484662576687,163,75,0.4601226993865031,1447,3.1411042944785277,3.1717791411042944,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,0.13054913077684066,0.14555950120960787,0.0,0.0,16,0.09815950920245399,16,0.09815950920245399,163,15,0.09202453987730061,657,4.957323446900907,5.241497152845027,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,20,0.12269938650306748,765,0.2513964963534271,0.2731897201444821
87,d930b8ba9b18d2ed,163,977,814,0.8331627430910952,772,42,0.042988741044012284,88,1598,0.20689655172413793,0.07142857142857142,17,0.10429447852760736,18,0.11042944785276074,163,9,0.05521472392638037,549,4.779141104294479,5.288343558282208,0.8735632183908046,0.8214285714285714,3,0.018404907975460124,3,0.018404907975460124,163,77,0.4723926380368098,1537,3.1533742331288344,3.1717791411042944,0.0,0.0,17,0.10429447852760736,18,0.11042944785276074,163,8,0.049079754601226995,549,0.13059396676946317,0.14555950120960787,0.0,0.0,20,0.12269938650306748,20,0.12269938650306748,163,9,0.05521472392638037,549,4.790938486735372,5.241497152845027,0.0,0.0,13,0.07975460122699386,14,0.08588957055214724,163,9,0.05521472392638037,549,0.2591016606234471,0.2731897201444821
88,205e0ee75db828e1,163,977,817,0.8362333674513818,774,43,0.044012282497441144,87,1599,0.20454545454545456,0.10344827586206896,20,0.12269938650306748,22,0.13496932515337423,163,9,0.05521472392638037,549,4.779141104294479,5.306748466257669,0.875,0.8275862068965517,4,0.024539877300613498,6,0.03680981595092025,163,29,0.17791411042944785,797,3.1411042944785277,3.1717791411042944,0.0,0.0,23,0.1411042944785276,26,0.15950920245398773,163,8,0.049079754601226995,549,0.12496070510929533,0.14555950120960787,0.0,0.0,17,0.10429447852760736,19,0.1165644171779141,163,9,0.05521472392638037,549,4.949805783965377,5.241497152845027,0.0,0.0,19,0.1165644171779141,23,0.1411042944785276,163,9,0.05521472392638037,549,0.24733408624137201,0.2731897201444821
89,455442484805ae58,163,977,815,0.834186284544524,772,43,0.044012282497441144,89,1600,0.24444444444444444,0.13793103448275862,17,0.10429447852760736,18,0.11042944785276074,163,15,0.09202453987730061,657,4.828220858895706,5.288343558282208,0.8888888888888888,0.8275862068965517,6,0.03680981595092025,6,0.03680981595092025,163,29,0.17791411042944785,797,3.1226993865030677,3.1717791411042944,0.0,0.0,18,0.11042944785276074,19,0.1165644171779141,163,8,0.049079754601226995,549,0.1313461028477474,0.14555950120960787,0.0,0.0,15,0.09202453987730061,15,0.09202453987730061,163,15,0.09202453987730061,657,4.883420942317891,5.241497152845027,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,16,0.09815950920245399,663,0.2440923593778863,0.2731897201444821
90,b8157926424c61fd,163,977,817,0.8362333674513818,775,42,0.042988741044012284,89,1604,0.22727272727272727,0.10714285714285714,18,0.11042944785276074,20,0.12269938650306748,163,16,0.09815950920245399,663,4.822085889570552,5.306748466257669,0.8863636363636364,0.8214285714285714,4,0.024539877300613498,4,0.024539877300613498,163,77,0.4723926380368098,1537,3.147239263803681,3.1717791411042944,0.0,0.0,19,0.1165644171779141,20,0.12269938650306748,163,8,0.049079754601226995,549,0.12993569647517908,0.14555950120960787,0.0,0.0,19,0.1165644171779141,19,0.1165644171779141,163,16,0.09815950920245399,663,4.836245694111985,5.241497152845027,0.0,0.0,16,0.09815950920245399,17,0.10429447852760736,163,15,0.09202453987730061,657,0.2567547033996841,0.2731897201444821
91,45c91c9fdfc3701d,163,977,819,0.8382804503582395,776,43,0.044012282497441144,88,1605,0.2247191011235955,0.13793103448275862,19,0.1165644171779141,23,0.1411042944785276,163,8,0.049079754601226995,549,4.742331288343558,5.306748466257669,0.8876404494382022,0.8275862068965517,4,0.024539877300613498,4,0.024539877300613498,163,77,0.4723926380368098,1537,3.147239263803681,3.1717791411042944,0.0,0.0,20,0.12269938650306748,21,0.12883435582822086,163,15,0.09202453987730061,657,0.13021560202961702,0.14555950120960787,0.0,0.0,22,0.13496932515337423,22,0.13496932515337423,163,8,0.049079754601226995,549,4.763006765296926,5.241497152845027,0.0,0.0,18,0.11042944785276074,20,0.12269938650306748,163,8,0.049079754601226995,549,0.25304733024613324,0.2731897201444821
