file（~/us_work/usm/，repo 外）,rows,sha256
events_甲.csv,20035,3854f0cbdddd2fc42d85cde2cbb1556646a230ccbb279064a0aa9ad5f258fa2e
events_乙.csv,2281,99344f8c1ccc0d1ffbc7ea20138f6e92a336dc01f656e085bc390250fad6064a
events_丙.csv,12383,d9a17f76b69d75fa4625f92c5a925b4482bff59602c4e3c8f3d8d9ae17f885b2
events_甲_R3.csv,31780,51af7764f984d8922de0ad4ff1e21e8b9409774c8717dbe4a43d9bd1fa38056f
events_乙_R3.csv,4167,f08a42ff6fcbd7c8a7278c3eeae45e8b426a1592e623448cee02c5daf4c99eb9
events_甲_R10.csv,10180,fc3e30202d1e5e0cf2ed5b7e16371bc9ee588fa75f50bd05817cd44e514f3468
events_乙_R10.csv,881,5c7a50d2a4302243774bac90b506e99b287736d9f4734d4ab2c4c2871e9ada52
per_ticker.csv,712,2a8ee0f56aa9cbfaa3b1d1881935ed388099fa3cffe7752706425ca5ddaada30
