date,item,buy,sell,repay,prev,balance
2015-11-13,融券(交易單位),40085,41827,724,540351,541369
2015-11-13,融資(交易單位),244706,220606,10229,8982416,8996287
2015-11-13,融資金額(仟元),4949680,4389974,162047,143712521,144110180
