date,item,buy,sell,repay,prev,balance
2018-09-27,融券(交易單位),30931,41612,1902,482819,491598
2018-09-27,融資(交易單位),200019,191276,7264,8274483,8275962
2018-09-27,融資金額(仟元),4628254,4584134,208731,159189742,159025131
