date,item,buy,sell,repay,prev,balance
2020-07-27,融券(交易單位),88250,51825,4431,744209,703353
2020-07-27,融資(交易單位),356241,311884,3780,6846849,6887426
2020-07-27,融資金額(仟元),11275751,9569863,110634,138401299,139996553
