date,item,buy,sell,repay,prev,balance
2026-03-17,融券(交易單位),18219,19105,9759,223950,215077
2026-03-17,融資(交易單位),480207,487105,4348,8085690,8074444
2026-03-17,融資金額(仟元),32519811,31000701,336155,392284076,393467031
