date,item,buy,sell,repay,prev,balance
2026-05-15,融券(交易單位),19774,30192,7771,229030,231677
2026-05-15,融資(交易單位),577409,632906,6237,9100432,9038698
2026-05-15,融資金額(仟元),41291386,47241605,387527,499134883,492797137
