date,item,buy,sell,repay,prev,balance
2019-02-21,融券(交易單位),23573,71731,35307,549753,562604
2019-02-21,融資(交易單位),292461,249116,7448,7040099,7075996
2019-02-21,融資金額(仟元),6140914,5603596,132403,121171346,121576261
