date,item,buy,sell,repay,prev,balance
2016-09-02,融券(交易單位),39576,46469,2120,424320,429093
2016-09-02,融資(交易單位),253440,303659,11908,8822938,8760811
2016-09-02,融資金額(仟元),4636066,5710831,235555,136450206,135139886
