date,item,buy,sell,repay,prev,balance
2024-12-26,融券(交易單位),16132,16346,1721,314855,313348
2024-12-26,融資(交易單位),220445,202698,8673,8665156,8674230
2024-12-26,融資金額(仟元),12676897,10966292,191222,324809147,326328530
