date,item,buy,sell,repay,prev,balance
2016-11-10,融券(交易單位),33214,49203,933,412690,427746
2016-11-10,融資(交易單位),308700,280505,9515,8229698,8248378
2016-11-10,融資金額(仟元),5159233,4684535,186757,124752211,125040152
