date,item,buy,sell,repay,prev,balance
2015-06-10,融券(交易單位),45079,55494,2852,387847,395410
2015-06-10,融資(交易單位),291843,344289,25586,10776531,10698499
2015-06-10,融資金額(仟元),6190601,7097011,699239,192119511,190513862
