date,item,buy,sell,repay,prev,balance
2015-12-15,融券(交易單位),32609,43554,1326,525775,535394
2015-12-15,融資(交易單位),247957,233662,6536,9330863,9338621
2015-12-15,融資金額(仟元),4621643,4404089,143645,146960687,147034596
