date,item,buy,sell,repay,prev,balance
2019-10-01,融券(交易單位),28570,68526,8118,783467,815305
2019-10-01,融資(交易單位),215008,194466,4599,7381445,7397388
2019-10-01,融資金額(仟元),5715394,5589894,86699,133180126,133218927
