date,item,buy,sell,repay,prev,balance
2021-08-31,融券(交易單位),34463,50458,7368,487338,495965
2021-08-31,融資(交易單位),284644,320047,9691,9098408,9053314
2021-08-31,融資金額(仟元),9906004,11367059,300535,269995592,268234002
