date,item,buy,sell,repay,prev,balance
2023-08-01,融券(交易單位),29509,19015,2690,303741,290557
2023-08-01,融資(交易單位),306640,279808,4309,7604839,7627362
2023-08-01,融資金額(仟元),14594886,13397023,160355,223228346,224265854
