date,item,buy,sell,repay,prev,balance
2020-04-17,融券(交易單位),44223,74346,1890,655071,683304
2020-04-17,融資(交易單位),406055,420323,5758,5736950,5716924
2020-04-17,融資金額(仟元),9342784,10124682,111428,99244391,98351065
