date,item,buy,sell,repay,prev,balance
2023-03-31,融券(交易單位),16863,23604,4109,223722,226354
2023-03-31,融資(交易單位),204545,240669,10509,6914435,6867802
2023-03-31,融資金額(仟元),7038056,7521089,494728,170232677,169254916
