date,item,buy,sell,repay,prev,balance
2021-07-15,融券(交易單位),26900,51226,9781,384030,398575
2021-07-15,融資(交易單位),501363,423325,4975,9630038,9703101
2021-07-15,融資金額(仟元),23134874,17667931,228474,291248460,296486929
