date,item,buy,sell,repay,prev,balance
2025-05-09,融券(交易單位),11246,23038,9420,241520,243892
2025-05-09,融資(交易單位),184371,173022,5599,6446646,6452396
2025-05-09,融資金額(仟元),8562656,8164410,147881,209567416,209817781
