date,item,buy,sell,repay,prev,balance
2018-01-19,融券(交易單位),27501,38148,2614,600168,608201
2018-01-19,融資(交易單位),320529,340623,9540,9517153,9487519
2018-01-19,融資金額(仟元),7018118,7010199,169293,175345350,175183976
