date,item,buy,sell,repay,prev,balance
2017-12-01,融券(交易單位),61295,38107,2179,615312,589945
2017-12-01,融資(交易單位),468359,448292,5728,9445886,9460225
2017-12-01,融資金額(仟元),9656587,9220936,135306,174570876,174871221
